ID,Total VAP,Party,Partisan Lean
1,445261,Dem,0.6485
2,442333,Dem,0.5664
1,445261,Rep,0.3292
2,442333,Rep,0.4104
1,445261,Oth,0.0223
2,442333,Oth,0.0232
