exporter,importer,sector,industry,year,trade
COL,USA,2,32,2010,0.001
USA,PER,2,32,2010,0.01053
COL,USA,2,32,2012,0.0008
MEX,CHL,2,32,2012,0.005007
COL,USA,2,32,2013,0.0022440000000000003
MEX,BRA,2,32,2013,7.2e-05
CAN,MEX,2,32,2014,5.485837999999999
COL,BRA,2,32,2014,5e-05
COL,MEX,2,32,2014,0.00179
PER,MEX,2,32,2014,0.00719
BRA,MEX,2,32,2015,27.850901
CAN,ARG,2,32,2015,4.451172
COL,USA,2,32,2015,4e-05
BRA,MEX,2,32,2016,139.356045
CAN,BRA,2,32,2016,1.9e-05
CAN,MEX,2,32,2016,45.294221
CHL,BRA,2,32,2016,6e-06
CHL,MEX,2,32,2016,0.908665
MEX,USA,2,32,2016,0.000196
USA,CHL,2,32,2016,0.013937
BRA,MEX,2,32,2017,65.37289399999999
CHL,BRA,2,32,2017,0.012444
CHL,CAN,2,32,2017,0.001
COL,USA,2,32,2017,1.6e-05
PER,BRA,2,32,2017,0.005168
BRA,MEX,2,32,2019,92.496085
CHL,BRA,2,32,2019,0.0008349999999999999
CHL,MEX,2,32,2019,2e-06
USA,ARG,2,32,2019,0.00264
USA,MEX,2,32,2019,6.271074
MEX,MEX,2,32,2015,3962.7801600000003
MEX,USA,2,32,2018,0.0
CHL,ARG,2,32,2010,0.0
PER,ARG,2,32,2010,0.0
MEX,USA,2,32,2015,0.0
COL,USA,2,32,2014,0.0
MEX,BRA,2,32,2017,0.0
CAN,PER,2,32,2015,0.0
COL,BRA,2,32,2017,0.0
MEX,USA,2,32,2017,0.0
PER,BRA,2,32,2016,0.0
ARG,USA,2,32,2010,0.0
PER,ARG,2,32,2011,0.0
PER,ARG,2,32,2012,0.0
PER,ARG,2,32,2015,0.0
PER,CHL,2,32,2015,0.0
PER,COL,2,32,2012,0.0
PER,COL,2,32,2013,0.0
PER,COL,2,32,2015,0.0
PER,COL,2,32,2018,0.0
PER,MEX,2,32,2016,0.0
BRA,PER,2,32,2011,0.0
USA,CHL,2,32,2011,0.0
BRA,PER,2,32,2017,0.0
ARG,MEX,2,32,2018,0.0
MEX,PER,2,32,2015,0.0
ARG,MEX,2,32,2017,0.0
ARG,CHL,2,32,2012,0.0
USA,ARG,2,32,2015,0.0
PER,MEX,2,32,2018,0.0
PER,MEX,2,32,2011,0.0
ARG,MEX,2,32,2019,0.0
ARG,BRA,2,32,2013,0.0
PER,ARG,2,32,2013,0.0
ARG,PER,2,32,2017,0.0
PER,COL,2,32,2014,0.0
MEX,PER,2,32,2013,0.0
COL,BRA,2,32,2011,0.0
CHL,BRA,2,32,2018,0.0
MEX,CHL,2,32,2019,0.0
MEX,ARG,2,32,2012,0.0
MEX,ARG,2,32,2011,0.0
ARG,CHL,2,32,2018,0.0
COL,USA,2,32,2018,0.0
MEX,CHL,2,32,2014,0.0
CHL,MEX,2,32,2010,0.0
ARG,PER,2,32,2012,0.0
CAN,ARG,2,32,2011,0.0
COL,ARG,2,32,2018,0.0
ARG,MEX,2,32,2013,0.0
CHL,PER,2,32,2013,0.0
CAN,BRA,2,32,2018,0.0
PER,MEX,2,32,2017,0.0
COL,BRA,2,32,2019,0.0
CHL,PER,2,32,2015,0.0
BRA,COL,2,32,2013,0.0
PER,BRA,2,32,2019,0.0
USA,ARG,2,32,2016,0.0
COL,MEX,2,32,2016,0.0
BRA,PER,2,32,2019,0.0
BRA,COL,2,32,2015,0.0
ARG,COL,2,32,2012,0.0
COL,MEX,2,32,2019,0.0
MEX,ARG,2,32,2019,0.0
COL,MEX,2,32,2012,0.0
MEX,USA,2,32,2014,0.0
CHL,PER,2,32,2014,0.0
COL,ARG,2,32,2019,0.0
PER,CHL,2,32,2011,0.0
MEX,CHL,2,32,2011,0.0
ARG,PER,2,32,2010,0.0
BRA,PER,2,32,2016,0.0
USA,CHL,2,32,2010,0.0
CHL,ARG,2,32,2014,0.0
CAN,CHL,2,32,2012,0.0
ARG,PER,2,32,2014,0.0
CHL,BRA,2,32,2013,0.0
BRA,PER,2,32,2010,0.0
CAN,ARG,2,32,2013,0.0
USA,PER,2,32,2017,0.0
ARG,CAN,2,32,2013,0.0
CHL,CAN,2,32,2013,0.0
PER,BRA,2,32,2011,0.0
MEX,USA,2,32,2019,0.0
CHL,BRA,2,32,2015,0.0
ARG,PER,2,32,2019,0.0
BRA,PER,2,32,2012,0.0
PER,BRA,2,32,2012,0.0
ARG,MEX,2,32,2015,0.0
COL,BRA,2,32,2018,0.0
USA,ARG,2,32,2012,0.0
MEX,BRA,2,32,2019,0.0
COL,ARG,2,32,2010,0.0
CAN,PER,2,32,2014,0.0
COL,CAN,2,32,2015,0.0
CHL,PER,2,32,2018,0.0
USA,ARG,2,32,2011,0.0
CHL,ARG,2,32,2013,0.0
PER,COL,2,32,2017,0.0
BRA,PER,2,32,2013,0.0
CAN,BRA,2,32,2012,0.0
ARG,PER,2,32,2015,0.0
MEX,BRA,2,32,2010,0.0
PER,CAN,2,32,2012,0.0
PER,COL,2,32,2019,0.0
PER,MEX,2,32,2012,0.0
ARG,MEX,2,32,2011,0.0
ARG,CHL,2,32,2016,0.0
PER,ARG,2,32,2017,0.0
BRA,PER,2,32,2014,0.0
BRA,COL,2,32,2017,0.0
CHL,MEX,2,32,2015,0.0
CAN,CHL,2,32,2016,0.0
MEX,ARG,2,32,2015,0.0
PER,COL,2,32,2016,0.0
CHL,BRA,2,32,2012,0.0
MEX,PER,2,32,2018,0.0
COL,BRA,2,32,2013,0.0
ARG,CHL,2,32,2013,0.0
MEX,PER,2,32,2019,0.0
CAN,PER,2,32,2016,0.0
CAN,MEX,2,32,2018,0.0
ARG,COL,2,32,2017,0.0
MEX,PER,2,32,2017,0.0
USA,ARG,2,32,2017,0.0
MEX,CHL,2,32,2015,0.0
ARG,BRA,2,32,2011,0.0
COL,ARG,2,32,2015,0.0
PER,ARG,2,32,2019,0.0
COL,CAN,2,32,2012,0.0
MEX,ARG,2,32,2017,0.0
MEX,CHL,2,32,2016,0.0
PER,ARG,2,32,2014,0.0
MEX,ARG,2,32,2016,0.0
ARG,CAN,2,32,2012,0.0
PER,BRA,2,32,2013,0.0
USA,PER,2,32,2015,0.0
ARG,COL,2,32,2019,0.0
CAN,COL,2,32,2012,0.0
ARG,CHL,2,32,2011,0.0
COL,CAN,2,32,2014,0.0
USA,PER,2,32,2012,0.0
ARG,MEX,2,32,2010,0.0
CHL,PER,2,32,2019,0.0
BRA,COL,2,32,2016,0.0
MEX,CHL,2,32,2013,0.0
COL,MEX,2,32,2018,0.0
USA,ARG,2,32,2010,0.0
COL,MEX,2,32,2017,0.0
CAN,ARG,2,32,2012,0.0
MEX,BRA,2,32,2011,0.0
COL,CAN,2,32,2016,0.0
COL,ARG,2,32,2016,0.0
ARG,BRA,2,32,2010,0.0
COL,USA,2,32,2019,0.0
MEX,ARG,2,32,2010,0.0
MEX,BRA,2,32,2016,0.0
COL,BRA,2,32,2012,0.0
CHL,PER,2,32,2016,0.0
MEX,ARG,2,32,2014,0.0
COL,MEX,2,32,2015,0.0
BRA,COL,2,32,2014,0.0
MEX,BRA,2,32,2014,0.0
ARG,USA,2,32,2019,0.0
MEX,ARG,2,32,2018,0.0
MEX,BRA,2,32,2012,0.0
CAN,CHL,2,32,2010,0.0
ARG,COL,2,32,2013,0.0
CAN,BRA,2,32,2013,0.0
ARG,COL,2,32,2014,0.0
PER,MEX,2,32,2019,0.0
CAN,MEX,2,32,2017,0.0
ARG,MEX,2,32,2016,0.0
COL,MEX,2,32,2013,0.0
COL,ARG,2,32,2013,0.0
PER,CHL,2,32,2010,0.0
COL,BRA,2,32,2016,0.0
COL,BRA,2,32,2015,0.0
COL,BRA,2,32,2010,0.0
COL,ARG,2,32,2017,0.0
COL,ARG,2,32,2014,0.0
COL,ARG,2,32,2011,0.0
COL,CAN,2,32,2013,0.0
ARG,MEX,2,32,2014,0.0
COL,ARG,2,32,2012,0.0
CHL,MEX,2,32,2014,0.0
CHL,MEX,2,32,2018,0.0
CHL,MEX,2,32,2013,0.0
CHL,BRA,2,32,2014,0.0
CHL,BRA,2,32,2011,0.0
CHL,ARG,2,32,2012,0.0
CHL,ARG,2,32,2011,0.0
BRA,COL,2,32,2012,0.0
CAN,PER,2,32,2018,0.0
USA,ARG,2,32,2014,0.0
CAN,PER,2,32,2013,0.0
MEX,BRA,2,32,2018,0.0
CAN,CHL,2,32,2014,0.0
CAN,BRA,2,32,2017,0.0
CAN,PER,2,32,2017,0.0
CAN,BRA,2,32,2010,0.0
BRA,MEX,2,32,2014,0.0
ARG,MEX,2,32,2012,0.0
CHL,ARG,2,32,2015,0.0
MEX,PER,2,32,2014,0.0
CAN,MEX,2,32,2015,0.0
MEX,ARG,2,32,2013,0.0
BRA,PER,2,32,2018,0.0
MEX,BRA,2,32,2015,0.0
COL,USA,2,32,2011,0.0
PER,CAN,2,32,2016,0.0
ARG,COL,2,32,2015,0.0
ARG,COL,2,32,2010,0.0
CHL,PER,2,32,2017,0.0
CAN,BRA,2,32,2015,0.0
CHL,MEX,2,32,2017,0.0
ARG,CHL,2,32,2017,0.0
PER,MEX,2,32,2015,0.0
MEX,PER,2,32,2016,0.0
ARG,CHL,2,32,2015,0.0
CHL,ARG,2,32,2016,0.0
ARG,COL,2,32,2011,0.0
CAN,PER,2,32,2012,0.0
COL,CAN,2,32,2010,0.0
ARG,CHL,2,32,2010,0.0
ARG,BRA,2,32,2018,0.0
ARG,PER,2,32,2013,0.0
ARG,PER,2,32,2011,0.0
ARG,COL,2,32,2018,0.0
ARG,BRA,2,32,2019,0.0
ARG,BRA,2,32,2012,0.0
ARG,BRA,2,32,2015,0.0
ARG,CAN,2,32,2010,0.0
COL,USA,2,32,2016,0.0
CAN,CHL,2,32,2019,0.0
CAN,BRA,2,32,2014,0.0
ARG,PER,2,32,2016,0.0
USA,CHL,2,32,2015,0.0
BRA,PER,2,32,2015,0.0
PER,ARG,2,32,2016,0.0
ARG,BRA,2,32,2014,0.0
CAN,COL,2,32,2010,0.0
CAN,MEX,2,32,2019,0.0
CAN,PER,2,32,2019,0.0
BRA,ARG,2,33,2010,37.204696000000006
CAN,ARG,2,33,2010,3.948694
CHL,ARG,2,33,2010,4.378489
COL,ARG,2,33,2010,0.001416
MEX,ARG,2,33,2010,1.706468
PER,ARG,2,33,2010,17.983743
USA,ARG,2,33,2010,24.843791
ARG,BRA,2,33,2010,95.334412
CAN,BRA,2,33,2010,22.64338
CHL,BRA,2,33,2010,1081.4350949999998
COL,BRA,2,33,2010,0.007816
MEX,BRA,2,33,2010,13.465282
PER,BRA,2,33,2010,174.959234
USA,BRA,2,33,2010,158.116456
ARG,CAN,2,33,2010,1.06787
BRA,CAN,2,33,2010,77.458789
CHL,CAN,2,33,2010,108.069696
COL,CAN,2,33,2010,0.002886
MEX,CAN,2,33,2010,57.391535
PER,CAN,2,33,2010,370.267219
USA,CAN,2,33,2010,1136.757472
ARG,CHL,2,33,2010,35.405634
BRA,CHL,2,33,2010,4.658529
CAN,CHL,2,33,2010,5.428828
COL,CHL,2,33,2010,0.11316199999999998
MEX,CHL,2,33,2010,119.396731
PER,CHL,2,33,2010,661.625973
USA,CHL,2,33,2010,27.126101000000002
ARG,COL,2,33,2010,0.171749
BRA,COL,2,33,2010,19.201665
CAN,COL,2,33,2010,8.046035
CHL,COL,2,33,2010,3.0415509999999997
MEX,COL,2,33,2010,5.693643
PER,COL,2,33,2010,9.802427
USA,COL,2,33,2010,27.918125
ARG,MEX,2,33,2010,45.228784000000005
BRA,MEX,2,33,2010,20.116998000000002
CAN,MEX,2,33,2010,64.604023
CHL,MEX,2,33,2010,18.53762
COL,MEX,2,33,2010,9.427809
PER,MEX,2,33,2010,29.732802000000003
USA,MEX,2,33,2010,440.05111500000004
ARG,PER,2,33,2010,0.175251
BRA,PER,2,33,2010,4.786582
CAN,PER,2,33,2010,1.157086
CHL,PER,2,33,2010,2.293923
COL,PER,2,33,2010,1.963012
MEX,PER,2,33,2010,4.542456
USA,PER,2,33,2010,10.678377000000001
ARG,USA,2,33,2010,1.597213
BRA,USA,2,33,2010,281.740419
CAN,USA,2,33,2010,1074.067137
CHL,USA,2,33,2010,308.872922
COL,USA,2,33,2010,4.670374
MEX,USA,2,33,2010,395.94599900000003
PER,USA,2,33,2010,200.762728
BRA,ARG,2,33,2011,52.870453000000005
CAN,ARG,2,33,2011,2.364667
CHL,ARG,2,33,2011,11.403183
COL,ARG,2,33,2011,0.017477
MEX,ARG,2,33,2011,1.968796
PER,ARG,2,33,2011,16.199593
USA,ARG,2,33,2011,18.93789
ARG,BRA,2,33,2011,48.090790000000005
CAN,BRA,2,33,2011,56.76806
CHL,BRA,2,33,2011,1083.883114
MEX,BRA,2,33,2011,16.980842000000003
PER,BRA,2,33,2011,312.487525
USA,BRA,2,33,2011,206.729062
ARG,CAN,2,33,2011,11.829619000000001
BRA,CAN,2,33,2011,92.098752
CHL,CAN,2,33,2011,50.120487
COL,CAN,2,33,2011,0.008953000000000001
MEX,CAN,2,33,2011,167.043592
PER,CAN,2,33,2011,568.377247
USA,CAN,2,33,2011,1597.1850060000002
ARG,CHL,2,33,2011,113.76451599999999
BRA,CHL,2,33,2011,3.4612879999999997
CAN,CHL,2,33,2011,91.188572
COL,CHL,2,33,2011,0.327148
MEX,CHL,2,33,2011,144.418555
PER,CHL,2,33,2011,940.9966949999999
USA,CHL,2,33,2011,143.96403
ARG,COL,2,33,2011,0.371685
BRA,COL,2,33,2011,18.776770000000003
CAN,COL,2,33,2011,16.987821
CHL,COL,2,33,2011,3.761678
MEX,COL,2,33,2011,4.841145
PER,COL,2,33,2011,11.745891
USA,COL,2,33,2011,37.639939
ARG,MEX,2,33,2011,25.813131
BRA,MEX,2,33,2011,11.562552
CAN,MEX,2,33,2011,36.015066999999995
CHL,MEX,2,33,2011,32.432083
COL,MEX,2,33,2011,8.304231
PER,MEX,2,33,2011,56.005770999999996
USA,MEX,2,33,2011,712.657664
ARG,PER,2,33,2011,0.09143899999999999
BRA,PER,2,33,2011,3.543142
CAN,PER,2,33,2011,1.222512
CHL,PER,2,33,2011,27.618384999999996
COL,PER,2,33,2011,2.261348
MEX,PER,2,33,2011,4.8678930000000005
USA,PER,2,33,2011,14.529039000000001
ARG,USA,2,33,2011,5.811166
BRA,USA,2,33,2011,216.311533
CAN,USA,2,33,2011,1350.386967
CHL,USA,2,33,2011,343.27829199999996
COL,USA,2,33,2011,1.971277
MEX,USA,2,33,2011,614.0119599999999
PER,USA,2,33,2011,423.49008
BRA,ARG,2,33,2012,66.786502
CAN,ARG,2,33,2012,3.038141
CHL,ARG,2,33,2012,11.986576
COL,ARG,2,33,2012,0.008719
MEX,ARG,2,33,2012,4.662244
PER,ARG,2,33,2012,45.423964
USA,ARG,2,33,2012,21.611076999999998
ARG,BRA,2,33,2012,46.794643
CAN,BRA,2,33,2012,104.35871
CHL,BRA,2,33,2012,560.866951
MEX,BRA,2,33,2012,19.08405
PER,BRA,2,33,2012,286.34533799999997
USA,BRA,2,33,2012,215.00371600000003
ARG,CAN,2,33,2012,65.527118
BRA,CAN,2,33,2012,88.15899
CHL,CAN,2,33,2012,48.956821000000005
COL,CAN,2,33,2012,0.013217
MEX,CAN,2,33,2012,298.761189
PER,CAN,2,33,2012,541.112117
USA,CAN,2,33,2012,1333.5391300000001
ARG,CHL,2,33,2012,64.117947
BRA,CHL,2,33,2012,5.908758
CAN,CHL,2,33,2012,106.371426
COL,CHL,2,33,2012,0.808801
MEX,CHL,2,33,2012,159.85586
PER,CHL,2,33,2012,659.834648
USA,CHL,2,33,2012,31.156109000000004
ARG,COL,2,33,2012,0.9793940000000001
BRA,COL,2,33,2012,24.407475
CAN,COL,2,33,2012,12.712705
CHL,COL,2,33,2012,3.091837
MEX,COL,2,33,2012,7.3850039999999995
PER,COL,2,33,2012,7.901461
USA,COL,2,33,2012,35.584866
ARG,MEX,2,33,2012,0.25640599999999997
BRA,MEX,2,33,2012,66.29961899999999
CAN,MEX,2,33,2012,37.590311
CHL,MEX,2,33,2012,71.408787
COL,MEX,2,33,2012,10.544907
PER,MEX,2,33,2012,63.943727
USA,MEX,2,33,2012,613.783324
ARG,PER,2,33,2012,0.092543
BRA,PER,2,33,2012,3.873241
CAN,PER,2,33,2012,0.47610699999999995
CHL,PER,2,33,2012,2.941203
COL,PER,2,33,2012,3.2940940000000003
MEX,PER,2,33,2012,4.232628
USA,PER,2,33,2012,15.402845999999998
ARG,USA,2,33,2012,2.1037779999999997
BRA,USA,2,33,2012,273.851727
CAN,USA,2,33,2012,1211.620741
CHL,USA,2,33,2012,236.04352999999998
COL,USA,2,33,2012,6.2419910000000005
MEX,USA,2,33,2012,449.388804
PER,USA,2,33,2012,298.895494
BRA,ARG,2,33,2013,59.66756899999999
CAN,ARG,2,33,2013,1.510723
CHL,ARG,2,33,2013,10.770355
MEX,ARG,2,33,2013,4.1256260000000005
PER,ARG,2,33,2013,18.745992
USA,ARG,2,33,2013,35.063759000000005
ARG,BRA,2,33,2013,46.717797999999995
CAN,BRA,2,33,2013,43.35131
CHL,BRA,2,33,2013,898.6496609999999
COL,BRA,2,33,2013,0.39086
MEX,BRA,2,33,2013,20.61187
PER,BRA,2,33,2013,550.1796730000001
USA,BRA,2,33,2013,181.89451
ARG,CAN,2,33,2013,59.864183
BRA,CAN,2,33,2013,101.457013
CHL,CAN,2,33,2013,28.230455
COL,CAN,2,33,2013,0.012724
MEX,CAN,2,33,2013,316.232618
PER,CAN,2,33,2013,522.549583
USA,CAN,2,33,2013,1228.1967710000001
ARG,CHL,2,33,2013,57.177766000000005
BRA,CHL,2,33,2013,4.788615
CAN,CHL,2,33,2013,53.725278
COL,CHL,2,33,2013,0.250551
MEX,CHL,2,33,2013,135.499588
PER,CHL,2,33,2013,592.502885
USA,CHL,2,33,2013,35.128163
ARG,COL,2,33,2013,0.597166
BRA,COL,2,33,2013,27.829234000000003
CAN,COL,2,33,2013,4.9707870000000005
CHL,COL,2,33,2013,2.742624
MEX,COL,2,33,2013,9.1423
PER,COL,2,33,2013,7.212273
USA,COL,2,33,2013,27.948859000000002
ARG,MEX,2,33,2013,0.20635
BRA,MEX,2,33,2013,10.705969999999999
CAN,MEX,2,33,2013,41.796935999999995
CHL,MEX,2,33,2013,42.05527
COL,MEX,2,33,2013,6.24216
PER,MEX,2,33,2013,45.30809
USA,MEX,2,33,2013,643.8241559999999
ARG,PER,2,33,2013,0.129116
BRA,PER,2,33,2013,12.324976
CAN,PER,2,33,2013,1.0655219999999999
CHL,PER,2,33,2013,2.471502
COL,PER,2,33,2013,3.475885
MEX,PER,2,33,2013,13.564644
USA,PER,2,33,2013,10.447667
ARG,USA,2,33,2013,3.144027
BRA,USA,2,33,2013,330.430609
CAN,USA,2,33,2013,1349.645675
CHL,USA,2,33,2013,156.217622
COL,USA,2,33,2013,4.899049
MEX,USA,2,33,2013,394.157405
PER,USA,2,33,2013,247.39502799999997
BRA,ARG,2,33,2014,54.51789
CAN,ARG,2,33,2014,11.059545
CHL,ARG,2,33,2014,10.437585
MEX,ARG,2,33,2014,4.737115
PER,ARG,2,33,2014,18.67695
USA,ARG,2,33,2014,66.64600899999999
ARG,BRA,2,33,2014,41.616561
CAN,BRA,2,33,2014,71.09034799999999
CHL,BRA,2,33,2014,892.411599
COL,BRA,2,33,2014,0.8216030000000001
MEX,BRA,2,33,2014,21.269679
PER,BRA,2,33,2014,407.064106
USA,BRA,2,33,2014,194.82422
ARG,CAN,2,33,2014,22.65652
BRA,CAN,2,33,2014,99.217989
CHL,CAN,2,33,2014,67.790288
COL,CAN,2,33,2014,0.057053
MEX,CAN,2,33,2014,281.876343
PER,CAN,2,33,2014,407.310554
USA,CAN,2,33,2014,1434.0808550000002
ARG,CHL,2,33,2014,44.37448
BRA,CHL,2,33,2014,3.5705410000000004
CAN,CHL,2,33,2014,44.630187
COL,CHL,2,33,2014,0.35967
MEX,CHL,2,33,2014,167.098924
PER,CHL,2,33,2014,527.881334
USA,CHL,2,33,2014,42.788357
ARG,COL,2,33,2014,0.077191
BRA,COL,2,33,2014,25.344293
CAN,COL,2,33,2014,3.023932
CHL,COL,2,33,2014,3.4888160000000004
MEX,COL,2,33,2014,9.171669999999999
PER,COL,2,33,2014,8.823469000000001
USA,COL,2,33,2014,28.116703
ARG,MEX,2,33,2014,0.17616500000000002
BRA,MEX,2,33,2014,1.4667379999999999
CAN,MEX,2,33,2014,31.853965000000002
CHL,MEX,2,33,2014,26.073079999999997
COL,MEX,2,33,2014,0.064448
PER,MEX,2,33,2014,28.819814
USA,MEX,2,33,2014,336.025471
ARG,PER,2,33,2014,23.504524
BRA,PER,2,33,2014,16.325676
CAN,PER,2,33,2014,0.44095
CHL,PER,2,33,2014,13.743993
COL,PER,2,33,2014,2.777152
MEX,PER,2,33,2014,66.42647099999999
USA,PER,2,33,2014,6.8922550000000005
ARG,USA,2,33,2014,2.94483
BRA,USA,2,33,2014,345.44142
CAN,USA,2,33,2014,1424.470231
CHL,USA,2,33,2014,328.863646
COL,USA,2,33,2014,3.918908
MEX,USA,2,33,2014,454.450447
PER,USA,2,33,2014,263.23337799999996
BRA,ARG,2,33,2015,35.788942
CAN,ARG,2,33,2015,11.651791000000001
CHL,ARG,2,33,2015,6.067323
MEX,ARG,2,33,2015,3.7513160000000005
PER,ARG,2,33,2015,25.883076000000003
USA,ARG,2,33,2015,63.346157
ARG,BRA,2,33,2015,37.971824
CAN,BRA,2,33,2015,45.474087
CHL,BRA,2,33,2015,785.181706
COL,BRA,2,33,2015,0.9798549999999999
MEX,BRA,2,33,2015,19.349436999999998
PER,BRA,2,33,2015,490.316273
USA,BRA,2,33,2015,151.94318
ARG,CAN,2,33,2015,37.143636
BRA,CAN,2,33,2015,103.01635300000001
CHL,CAN,2,33,2015,8.757108
COL,CAN,2,33,2015,0.036407
MEX,CAN,2,33,2015,389.532586
PER,CAN,2,33,2015,334.197792
USA,CAN,2,33,2015,1427.952032
ARG,CHL,2,33,2015,23.998432
BRA,CHL,2,33,2015,3.901939
CAN,CHL,2,33,2015,41.432111
COL,CHL,2,33,2015,0.353512
MEX,CHL,2,33,2015,26.636301
PER,CHL,2,33,2015,285.98997099999997
USA,CHL,2,33,2015,24.123986
ARG,COL,2,33,2015,0.168953
BRA,COL,2,33,2015,15.805759
CAN,COL,2,33,2015,2.511992
CHL,COL,2,33,2015,2.963029
MEX,COL,2,33,2015,8.920372
PER,COL,2,33,2015,6.190169999999999
USA,COL,2,33,2015,19.817686
ARG,MEX,2,33,2015,0.12203599999999999
BRA,MEX,2,33,2015,5.5613980000000005
CAN,MEX,2,33,2015,21.140524
CHL,MEX,2,33,2015,2.622873
COL,MEX,2,33,2015,0.053159000000000005
PER,MEX,2,33,2015,43.858522
USA,MEX,2,33,2015,344.332451
ARG,PER,2,33,2015,1.47384
BRA,PER,2,33,2015,7.223367
CAN,PER,2,33,2015,0.46004799999999996
CHL,PER,2,33,2015,2.066025
COL,PER,2,33,2015,2.905186
MEX,PER,2,33,2015,7.993372999999999
USA,PER,2,33,2015,6.005505
ARG,USA,2,33,2015,2.554774
BRA,USA,2,33,2015,313.227704
CAN,USA,2,33,2015,1280.955804
CHL,USA,2,33,2015,352.877501
COL,USA,2,33,2015,14.027524
MEX,USA,2,33,2015,364.21999900000003
PER,USA,2,33,2015,234.355827
BRA,ARG,2,33,2016,21.101357
CAN,ARG,2,33,2016,14.140789999999999
CHL,ARG,2,33,2016,3.98538
MEX,ARG,2,33,2016,2.101066
PER,ARG,2,33,2016,23.961341
USA,ARG,2,33,2016,17.204676
ARG,BRA,2,33,2016,29.672271000000002
CAN,BRA,2,33,2016,19.120476999999998
CHL,BRA,2,33,2016,458.379091
COL,BRA,2,33,2016,0.20825300000000002
MEX,BRA,2,33,2016,17.54814
PER,BRA,2,33,2016,581.0502240000001
USA,BRA,2,33,2016,115.94734299999999
ARG,CAN,2,33,2016,20.02168
BRA,CAN,2,33,2016,119.072402
CHL,CAN,2,33,2016,8.090110000000001
COL,CAN,2,33,2016,0.004162
MEX,CAN,2,33,2016,297.675125
PER,CAN,2,33,2016,379.6449
USA,CAN,2,33,2016,1327.391957
ARG,CHL,2,33,2016,28.264271
BRA,CHL,2,33,2016,4.01954
CAN,CHL,2,33,2016,19.739635999999997
COL,CHL,2,33,2016,0.429166
MEX,CHL,2,33,2016,11.586179
PER,CHL,2,33,2016,316.671717
USA,CHL,2,33,2016,25.482457
ARG,COL,2,33,2016,0.067714
BRA,COL,2,33,2016,8.970293
CAN,COL,2,33,2016,1.7106259999999998
CHL,COL,2,33,2016,1.819909
MEX,COL,2,33,2016,5.270682
PER,COL,2,33,2016,4.2433559999999995
USA,COL,2,33,2016,20.035301
ARG,MEX,2,33,2016,0.11306500000000001
BRA,MEX,2,33,2016,7.9322490000000005
CAN,MEX,2,33,2016,19.523249
CHL,MEX,2,33,2016,25.615282999999998
COL,MEX,2,33,2016,0.001258
PER,MEX,2,33,2016,29.355739
USA,MEX,2,33,2016,360.374816
ARG,PER,2,33,2016,22.139215
BRA,PER,2,33,2016,4.145468
CAN,PER,2,33,2016,0.400024
CHL,PER,2,33,2016,11.432601
COL,PER,2,33,2016,1.893604
MEX,PER,2,33,2016,5.731730000000001
USA,PER,2,33,2016,6.483048
ARG,USA,2,33,2016,1.459107
BRA,USA,2,33,2016,211.377938
CAN,USA,2,33,2016,1093.99846
CHL,USA,2,33,2016,240.24094399999998
COL,USA,2,33,2016,9.119701
MEX,USA,2,33,2016,287.705885
PER,USA,2,33,2016,234.89605
BRA,ARG,2,33,2017,24.686868
CAN,ARG,2,33,2017,7.586542
CHL,ARG,2,33,2017,12.068221000000001
COL,ARG,2,33,2017,0.000103
MEX,ARG,2,33,2017,2.236714
PER,ARG,2,33,2017,20.388593
USA,ARG,2,33,2017,16.920561
ARG,BRA,2,33,2017,29.739084000000002
CAN,BRA,2,33,2017,18.246478
CHL,BRA,2,33,2017,584.068161
COL,BRA,2,33,2017,0.005115
MEX,BRA,2,33,2017,16.991478
PER,BRA,2,33,2017,659.4513059999999
USA,BRA,2,33,2017,116.408801
ARG,CAN,2,33,2017,21.631763
BRA,CAN,2,33,2017,111.25461299999999
CHL,CAN,2,33,2017,16.872654999999998
COL,CAN,2,33,2017,0.019625999999999998
MEX,CAN,2,33,2017,426.90836900000005
PER,CAN,2,33,2017,375.90754300000003
USA,CAN,2,33,2017,1667.952491
ARG,CHL,2,33,2017,25.98536
BRA,CHL,2,33,2017,3.9447160000000006
CAN,CHL,2,33,2017,26.746847
COL,CHL,2,33,2017,0.234301
MEX,CHL,2,33,2017,15.60399
PER,CHL,2,33,2017,236.49693
USA,CHL,2,33,2017,46.282235
ARG,COL,2,33,2017,0.020137000000000002
BRA,COL,2,33,2017,11.283752999999999
CAN,COL,2,33,2017,1.7723220000000002
CHL,COL,2,33,2017,0.330914
MEX,COL,2,33,2017,7.309587
PER,COL,2,33,2017,4.690119
USA,COL,2,33,2017,25.16658
ARG,MEX,2,33,2017,0.12304200000000001
BRA,MEX,2,33,2017,2.896874
CAN,MEX,2,33,2017,52.427620000000005
CHL,MEX,2,33,2017,39.336053
COL,MEX,2,33,2017,0.017454
PER,MEX,2,33,2017,22.606776
USA,MEX,2,33,2017,507.367275
ARG,PER,2,33,2017,18.027715
BRA,PER,2,33,2017,10.520086000000001
CAN,PER,2,33,2017,0.559034
CHL,PER,2,33,2017,8.070226
COL,PER,2,33,2017,2.130649
MEX,PER,2,33,2017,58.401596999999995
USA,PER,2,33,2017,9.644214999999999
ARG,USA,2,33,2017,1.8750630000000001
BRA,USA,2,33,2017,173.058991
CAN,USA,2,33,2017,1113.347601
CHL,USA,2,33,2017,266.642028
COL,USA,2,33,2017,5.746753
