state,year,driver_gender,driver_race,decriminalization,medical,recreational,no_reforms,search_conducted_false,search_conducted_true,search_conducted_rate,contraband_found_false,contraband_found_true,contraband_found_rate,hit_false,hit_true,hit_rate,num_stops
IL,2007,F,Black,0,0,0,1,24697.0,1359.0,0.052156892846177465,26022.0,34.0,0.0013048817930610991,1325.0,34.0,0.025018395879323037,26056.0
IL,2007,F,Hispanic,0,0,0,1,6124.0,341.0,0.05274555297757154,6461.0,4.0,0.0006187161639597834,337.0,4.0,0.011730205278592377,6465.0
IL,2007,F,Other,0,0,0,1,165.0,5.0,0.029411764705882356,170.0,,,5.0,,,170.0
IL,2007,F,White,0,0,0,1,107375.0,2022.0,0.018483139391390988,109296.0,101.0,0.0009232428677203213,1921.0,101.0,0.049950544015825916,109397.0
IL,2007,M,Asian,0,0,0,1,8036.0,265.0,0.03192386459462716,8294.0,7.0,0.0008432718949524154,258.0,7.0,0.026415094339622643,8301.0
IL,2007,M,Black,0,0,0,1,50699.0,6199.0,0.10894934795599144,56693.0,205.0,0.0036029385918661455,5994.0,205.0,0.03306984997580255,56898.0
IL,2007,M,Hispanic,0,0,0,1,25879.0,3589.0,0.12179313153250985,29396.0,72.0,0.0024433283561829783,3517.0,72.0,0.02006129841181388,29468.0
IL,2007,M,Other,0,0,0,1,530.0,13.0,0.02394106813996317,543.0,,,13.0,,,543.0
IL,2007,M,White,0,0,0,1,247272.0,7708.0,0.030229821946819363,254628.0,352.0,0.0013805004314063848,7356.0,352.0,0.045666839647119865,254980.0
IL,2008,F,Asian,0,0,0,1,2304.0,34.0,0.01454234388366125,2335.0,3.0,0.001283147989734816,31.0,3.0,0.08823529411764706,2338.0
IL,2008,F,Black,0,0,0,1,19801.0,965.0,0.04647019165944332,20592.0,174.0,0.008379081190407395,791.0,174.0,0.1803108808290156,20766.0
IL,2008,F,Hispanic,0,0,0,1,5827.0,267.0,0.043813587134886776,6067.0,27.0,0.004430587463078438,240.0,27.0,0.10112359550561796,6094.0
IL,2008,F,Other,0,0,0,1,149.0,7.0,0.04487179487179487,156.0,,,7.0,,,156.0
IL,2008,F,White,0,0,0,1,101389.0,1921.0,0.018594521343529184,102814.0,496.0,0.004801084115768075,1425.0,496.0,0.2581988547631442,103310.0
IL,2008,M,Asian,0,0,0,1,7503.0,214.0,0.027730983542827527,7689.0,28.0,0.003628352986912012,186.0,28.0,0.1308411214953271,7717.0
IL,2008,M,Black,0,0,0,1,42630.0,4982.0,0.1046374863479795,46628.0,984.0,0.020667058724691253,3998.0,984.0,0.19751103974307507,47612.0
IL,2008,M,Hispanic,0,0,0,1,24771.0,2885.0,0.10431732716227944,27278.0,378.0,0.013667920161990164,2507.0,378.0,0.13102253032928945,27656.0
IL,2008,M,Other,0,0,0,1,562.0,23.0,0.039316239316239315,581.0,4.0,0.0068376068376068385,19.0,4.0,0.17391304347826084,585.0
IL,2008,M,White,0,0,0,1,231942.0,7100.0,0.029701893391119557,237273.0,1769.0,0.007400373156181758,5331.0,1769.0,0.2491549295774648,239042.0
IL,2009,F,Asian,0,0,0,1,2329.0,28.0,0.011879507848960543,2355.0,2.0,0.0008485362749257532,26.0,2.0,0.07142857142857142,2357.0
IL,2009,F,Black,0,0,0,1,21782.0,1028.0,0.04506795265234546,22626.0,184.0,0.008066637439719422,844.0,184.0,0.17898832684824906,22810.0
IL,2009,F,Hispanic,0,0,0,1,5853.0,293.0,0.04767328343638138,6114.0,32.0,0.005206638464041653,261.0,32.0,0.10921501706484643,6146.0
IL,2009,F,Other,0,0,0,1,177.0,8.0,0.04324324324324325,184.0,1.0,0.005405405405405407,7.0,1.0,0.125,185.0
IL,2009,F,White,0,0,0,1,100906.0,1880.0,0.018290428657599285,102314.0,472.0,0.004592065067227054,1408.0,472.0,0.251063829787234,102786.0
IL,2009,M,Asian,0,0,0,1,7945.0,206.0,0.02527297264139369,8129.0,22.0,0.0026990553306342783,184.0,22.0,0.10679611650485436,8151.0
IL,2009,M,Black,0,0,0,1,46406.0,4838.0,0.094411053001327,50207.0,1037.0,0.02023651549449692,3801.0,1037.0,0.21434477056634973,51244.0
IL,2009,M,Hispanic,0,0,0,1,24490.0,2659.0,0.09794099230174223,26805.0,344.0,0.012670816604663156,2315.0,344.0,0.12937194433997742,27149.0
IL,2009,M,Other,0,0,0,1,609.0,32.0,0.0499219968798752,639.0,2.0,0.0031201248049922,30.0,2.0,0.0625,641.0
IL,2009,M,White,0,0,0,1,231292.0,6407.0,0.026954257274956983,236096.0,1603.0,0.006743823070353682,4804.0,1603.0,0.25019509911034804,237699.0
IL,2010,F,Asian,0,0,0,1,2181.0,34.0,0.015349887133182845,2211.0,4.0,0.0018058690744920992,30.0,4.0,0.1176470588235294,2215.0
IL,2010,F,Black,0,0,0,1,20866.0,951.0,0.0435898611174772,21655.0,162.0,0.007425402209286338,789.0,162.0,0.17034700315457413,21817.0
IL,2010,F,Hispanic,0,0,0,1,6124.0,306.0,0.04758942457231726,6392.0,38.0,0.005909797822706065,268.0,38.0,0.12418300653594773,6430.0
IL,2010,F,Other,0,0,0,1,187.0,5.0,0.026041666666666668,192.0,,,5.0,,,192.0
IL,2010,F,White,0,0,0,1,98307.0,1680.0,0.016802184283956915,99580.0,407.0,0.004070529168791943,1273.0,407.0,0.2422619047619048,99987.0
IL,2010,M,Asian,0,0,0,1,7194.0,208.0,0.028100513374763582,7374.0,28.0,0.0037827614158335594,180.0,28.0,0.1346153846153846,7402.0
IL,2010,M,Black,0,0,0,1,41967.0,4583.0,0.098453276047261,45563.0,987.0,0.02120300751879699,3596.0,987.0,0.215361117172158,46550.0
IL,2010,M,Hispanic,0,0,0,1,23207.0,2605.0,0.10092205175887184,25503.0,309.0,0.011971176197117621,2296.0,309.0,0.11861804222648753,25812.0
IL,2010,M,Other,0,0,0,1,520.0,19.0,0.03525046382189239,536.0,3.0,0.005565862708719851,16.0,3.0,0.15789473684210525,539.0
IL,2010,M,White,0,0,0,1,227078.0,5886.0,0.02526570628938377,231461.0,1503.0,0.006451640596830411,4383.0,1503.0,0.2553516819571865,232964.0
IL,2011,F,Asian,0,0,0,1,1583.0,23.0,0.014321295143212953,1604.0,2.0,0.0012453300124533,21.0,2.0,0.08695652173913042,1606.0
IL,2011,F,Black,0,0,0,1,15503.0,751.0,0.04620401132029039,16098.0,156.0,0.009597637504614249,595.0,156.0,0.20772303595206396,16254.0
IL,2011,F,Hispanic,0,0,0,1,4502.0,280.0,0.05855290673358428,4746.0,36.0,0.007528230865746549,244.0,36.0,0.12857142857142856,4782.0
IL,2011,F,Other,0,0,0,1,103.0,2.0,0.01904761904761905,104.0,1.0,0.009523809523809523,1.0,1.0,0.5,105.0
IL,2011,F,White,0,0,0,1,72018.0,1398.0,0.019042170644001308,72993.0,423.0,0.0057616868257600535,975.0,423.0,0.3025751072961373,73416.0
IL,2011,M,Asian,0,0,0,1,5762.0,136.0,0.023058663953882667,5879.0,19.0,0.003221430993557138,117.0,19.0,0.13970588235294118,5898.0
IL,2011,M,Black,0,0,0,1,31058.0,3276.0,0.0954156229976117,33708.0,626.0,0.018232655676588803,2650.0,626.0,0.19108669108669107,34334.0
IL,2011,M,Hispanic,0,0,0,1,16824.0,1835.0,0.09834396269896564,18430.0,229.0,0.012272897797309609,1606.0,229.0,0.12479564032697547,18659.0
IL,2011,M,Other,0,0,0,1,370.0,7.0,0.018567639257294433,377.0,,,7.0,,,377.0
IL,2011,M,White,0,0,0,1,168500.0,4671.0,0.026973338492010786,171857.0,1314.0,0.007587875568080106,3357.0,1314.0,0.2813102119460501,173171.0
IL,2012,F,Asian,0,0,0,1,1979.0,29.0,0.014442231075697209,2004.0,4.0,0.00199203187250996,25.0,4.0,0.13793103448275862,2008.0
IL,2012,F,Black,0,0,0,1,19337.0,1156.0,0.056409505684867994,20208.0,285.0,0.0139071878202313,871.0,285.0,0.2465397923875433,20493.0
IL,2012,F,Hispanic,0,0,0,1,5006.0,255.0,0.048469872647785586,5225.0,36.0,0.006842805550275614,219.0,36.0,0.1411764705882353,5261.0
IL,2012,F,Other,0,0,0,1,296.0,10.0,0.032679738562091505,305.0,1.0,0.0032679738562091504,9.0,1.0,0.1,306.0
IL,2012,F,White,0,0,0,1,71828.0,1534.0,0.02091000790600038,72901.0,461.0,0.006283907199912762,1073.0,461.0,0.3005215123859192,73362.0
IL,2012,M,Asian,0,0,0,1,7233.0,210.0,0.02821442966545748,7408.0,35.0,0.004702404944242913,175.0,35.0,0.16666666666666666,7443.0
IL,2012,M,Black,0,0,0,1,38790.0,4822.0,0.11056589929377236,42453.0,1159.0,0.026575254517105386,3663.0,1159.0,0.24035669846536706,43612.0
IL,2012,M,Hispanic,0,0,0,1,19722.0,2253.0,0.10252559726962457,21636.0,339.0,0.015426621160409557,1914.0,339.0,0.15046604527296936,21975.0
IL,2012,M,Other,0,0,0,1,731.0,47.0,0.060411311053984576,763.0,15.0,0.019280205655526992,32.0,15.0,0.3191489361702128,778.0
IL,2012,M,White,0,0,0,1,161348.0,5502.0,0.032975726700629315,165171.0,1679.0,0.01006293077614624,3823.0,1679.0,0.30516175936023265,166850.0
IL,2013,F,Asian,0,1,0,0,1946.0,16.0,0.00815494393476045,1960.0,2.0,0.0010193679918450561,14.0,2.0,0.125,1962.0
IL,2013,F,Black,0,1,0,0,17492.0,869.0,0.04732857687489788,18151.0,210.0,0.011437285550895921,659.0,210.0,0.2416570771001151,18361.0
IL,2013,F,Hispanic,0,1,0,0,4992.0,201.0,0.03870595031773541,5159.0,34.0,0.006547275178124398,167.0,34.0,0.1691542288557214,5193.0
IL,2013,F,Other,0,1,0,0,193.0,3.0,0.015306122448979591,196.0,,,3.0,,,196.0
IL,2013,F,White,0,1,0,0,63114.0,1183.0,0.01839899217692894,63902.0,395.0,0.006143365942423441,788.0,395.0,0.3338968723584108,64297.0
IL,2013,M,Asian,0,1,0,0,6780.0,146.0,0.0210799884493214,6905.0,21.0,0.003032053133121571,125.0,21.0,0.14383561643835616,6926.0
IL,2013,M,Black,0,1,0,0,35534.0,3506.0,0.08980532786885245,38172.0,868.0,0.02223360655737705,2638.0,868.0,0.24757558471192245,39040.0
IL,2013,M,Hispanic,0,1,0,0,19147.0,1499.0,0.07260486292744357,20403.0,243.0,0.011769834350479513,1256.0,243.0,0.162108072048032,20646.0
IL,2013,M,Other,0,1,0,0,527.0,10.0,0.0186219739292365,535.0,2.0,0.0037243947858473,8.0,2.0,0.2,537.0
IL,2013,M,White,0,1,0,0,141952.0,3925.0,0.026906229220507692,144672.0,1205.0,0.008260383747952042,2720.0,1205.0,0.3070063694267516,145877.0
IL,2014,F,Asian,0,1,0,0,1858.0,14.0,0.00747863247863248,1870.0,2.0,0.0010683760683760683,12.0,2.0,0.14285714285714285,1872.0
IL,2014,F,Black,0,1,0,0,18215.0,748.0,0.0394452354585245,18766.0,197.0,0.010388651584664874,551.0,197.0,0.26336898395721925,18963.0
IL,2014,F,Hispanic,0,1,0,0,5145.0,144.0,0.027226318774815652,5260.0,29.0,0.0054830780865948205,115.0,29.0,0.2013888888888889,5289.0
IL,2014,F,Other,0,1,0,0,177.0,4.0,0.022099447513812157,180.0,1.0,0.0055248618784530384,3.0,1.0,0.25,181.0
IL,2014,F,White,0,1,0,0,62441.0,870.0,0.01374168785835005,63008.0,303.0,0.0047858981851495,567.0,303.0,0.3482758620689655,63311.0
IL,2014,M,Asian,0,1,0,0,6664.0,125.0,0.01841213728089557,6755.0,34.0,0.005008101340403593,91.0,34.0,0.272,6789.0
IL,2014,M,Black,0,1,0,0,37900.0,2989.0,0.07310034483601947,40057.0,832.0,0.020347770794101102,2157.0,832.0,0.2783539645366343,40889.0
IL,2014,M,Hispanic,0,1,0,0,20876.0,1206.0,0.05461461824110135,21873.0,209.0,0.009464722398333484,997.0,209.0,0.17330016583747926,22082.0
IL,2014,M,Other,0,1,0,0,564.0,20.0,0.03424657534246575,582.0,2.0,0.003424657534246575,18.0,2.0,0.1,584.0
IL,2014,M,White,0,1,0,0,144471.0,3245.0,0.02196783016057841,146633.0,1083.0,0.007331636383330173,2162.0,1083.0,0.3337442218798151,147716.0
IL,2015,F,Asian,0,1,0,0,2080.0,16.0,0.0076335877862595426,2091.0,5.0,0.002385496183206107,11.0,5.0,0.3125,2096.0
IL,2015,F,Black,0,1,0,0,19799.0,723.0,0.035230484358249686,20293.0,229.0,0.011158756456485723,494.0,229.0,0.3167358229598893,20522.0
IL,2015,F,Hispanic,0,1,0,0,5940.0,138.0,0.022704837117472853,6038.0,40.0,0.006581112207963146,98.0,40.0,0.2898550724637681,6078.0
IL,2015,F,Other,0,1,0,0,165.0,3.0,0.017857142857142856,167.0,1.0,0.005952380952380952,2.0,1.0,0.3333333333333333,168.0
IL,2015,F,White,0,1,0,0,60419.0,775.0,0.012664640324214792,60907.0,287.0,0.004690002287805994,488.0,287.0,0.3703225806451613,61194.0
IL,2015,M,Asian,0,1,0,0,6915.0,107.0,0.015237823981771575,6996.0,26.0,0.0037026488180005703,81.0,26.0,0.2429906542056075,7022.0
IL,2015,M,Black,0,1,0,0,39144.0,2883.0,0.06859875794132342,41136.0,891.0,0.021200656720679563,1992.0,891.0,0.3090530697190427,42027.0
IL,2015,M,Hispanic,0,1,0,0,21717.0,1018.0,0.044776775896195296,22513.0,222.0,0.00976468000879701,796.0,222.0,0.2180746561886051,22735.0
IL,2015,M,Other,0,1,0,0,594.0,10.0,0.016556291390728478,603.0,1.0,0.0016556291390728475,9.0,1.0,0.1,604.0
IL,2015,M,White,0,1,0,0,129252.0,2699.0,0.020454562678570074,131022.0,929.0,0.0070404923039613185,1770.0,929.0,0.3442015561319007,131951.0
MA,2005,F,White,0,0,0,1,28.0,1.0,0.03448275862068965,28.0,1.0,0.03448275862068965,,1.0,,29.0
MA,2005,M,White,0,0,0,1,92.0,1.0,0.010752688172043013,93.0,,,1.0,,,93.0
MA,2006,F,Black,0,0,0,1,38.0,1.0,0.02564102564102564,39.0,,,1.0,,,39.0
MA,2006,F,Hispanic,0,0,0,1,38.0,2.0,0.05,39.0,1.0,0.025,1.0,1.0,0.5,40.0
MA,2006,F,Other,0,0,0,1,16.0,1.0,0.05882352941176471,17.0,,,1.0,,,17.0
MA,2006,F,White,0,0,0,1,384.0,11.0,0.027848101265822784,391.0,4.0,0.010126582278481013,7.0,4.0,0.3636363636363637,395.0
MA,2006,M,Black,0,0,0,1,136.0,10.0,0.0684931506849315,142.0,4.0,0.0273972602739726,6.0,4.0,0.4,146.0
MA,2006,M,Hispanic,0,0,0,1,131.0,8.0,0.05755395683453238,132.0,7.0,0.05035971223021583,1.0,7.0,0.875,139.0
MA,2006,M,Other,0,0,0,1,34.0,1.0,0.028571428571428567,35.0,,,1.0,,,35.0
MA,2006,M,White,0,0,0,1,1008.0,37.0,0.0354066985645933,1021.0,24.0,0.02296650717703349,13.0,24.0,0.6486486486486487,1045.0
MA,2007,F,Asian,0,0,0,1,1840.0,32.0,0.017094017094017096,1867.0,5.0,0.002670940170940171,27.0,5.0,0.15625,1872.0
MA,2007,F,Black,0,0,0,1,5912.0,179.0,0.02938762108028238,6032.0,59.0,0.0096864225907076,120.0,59.0,0.329608938547486,6091.0
MA,2007,F,Hispanic,0,0,0,1,5230.0,189.0,0.03487728363166636,5368.0,51.0,0.009411330503782988,138.0,51.0,0.2698412698412698,5419.0
MA,2007,F,Other,0,0,0,1,1574.0,91.0,0.054654654654654654,1640.0,25.0,0.015015015015015015,66.0,25.0,0.27472527472527475,1665.0
MA,2007,F,White,0,0,0,1,54947.0,1309.0,0.023268629124004552,55861.0,395.0,0.0070214732650739475,914.0,395.0,0.3017570664629488,56256.0
MA,2007,M,Asian,0,0,0,1,4776.0,139.0,0.02828077314343845,4881.0,34.0,0.0069175991861648006,105.0,34.0,0.2446043165467626,4915.0
MA,2007,M,Black,0,0,0,1,16662.0,1093.0,0.0615601239087581,17275.0,480.0,0.027034638130104198,613.0,480.0,0.43915827996340345,17755.0
MA,2007,M,Hispanic,0,0,0,1,17773.0,1400.0,0.07301935012778386,18667.0,506.0,0.0263912794033276,894.0,506.0,0.3614285714285714,19173.0
MA,2007,M,Other,0,0,0,1,4697.0,196.0,0.04005722460658083,4837.0,56.0,0.011444921316165951,140.0,56.0,0.2857142857142857,4893.0
MA,2007,M,White,0,0,0,1,123412.0,4270.0,0.03344245860810451,125977.0,1705.0,0.013353487570683416,2565.0,1705.0,0.3992974238875878,127682.0
MA,2008,F,Asian,1,0,0,0,3693.0,28.0,0.0075248589088954595,3715.0,6.0,0.001612469766191884,22.0,6.0,0.21428571428571427,3721.0
MA,2008,F,Black,1,0,0,0,12009.0,229.0,0.018712207877104103,12144.0,94.0,0.007680993626409544,135.0,94.0,0.4104803493449782,12238.0
MA,2008,F,Hispanic,1,0,0,0,9748.0,217.0,0.02177621675865529,9867.0,98.0,0.009834420471650777,119.0,98.0,0.4516129032258064,9965.0
MA,2008,F,Other,1,0,0,0,1706.0,14.0,0.00813953488372093,1718.0,2.0,0.0011627906976744186,12.0,2.0,0.14285714285714285,1720.0
MA,2008,F,White,1,0,0,0,107215.0,1471.0,0.013534401854884713,107975.0,711.0,0.006541780910144821,760.0,711.0,0.4833446634942216,108686.0
MA,2008,M,Asian,1,0,0,0,9307.0,184.0,0.019386787482878517,9432.0,59.0,0.006216415551575177,125.0,59.0,0.32065217391304346,9491.0
MA,2008,M,Black,1,0,0,0,32674.0,1412.0,0.04142463181364783,33334.0,752.0,0.022061843572141054,660.0,752.0,0.5325779036827195,34086.0
MA,2008,M,Hispanic,1,0,0,0,33521.0,2006.0,0.056464097728488184,34591.0,936.0,0.02634615925915501,1070.0,936.0,0.4666001994017946,35527.0
MA,2008,M,Other,1,0,0,0,7314.0,105.0,0.014152850788515971,7379.0,40.0,0.005391562205148942,65.0,40.0,0.3809523809523809,7419.0
MA,2008,M,White,1,0,0,0,234661.0,5632.0,0.023438052710649082,237171.0,3122.0,0.0129924716908108,2510.0,3122.0,0.5543323863636364,240293.0
MA,2009,F,Asian,1,0,0,0,3576.0,26.0,0.007218212104386452,3595.0,7.0,0.001943364797334814,19.0,7.0,0.2692307692307692,3602.0
MA,2009,F,Black,1,0,0,0,11211.0,121.0,0.010677726791387222,11290.0,42.0,0.003706318390398871,79.0,42.0,0.3471074380165289,11332.0
MA,2009,F,Hispanic,1,0,0,0,9086.0,137.0,0.01485416892551231,9165.0,58.0,0.006288626260435868,79.0,58.0,0.4233576642335766,9223.0
MA,2009,F,Other,1,0,0,0,1522.0,15.0,0.009759271307742356,1533.0,4.0,0.002602472348731295,11.0,4.0,0.26666666666666666,1537.0
MA,2009,F,White,1,0,0,0,103310.0,901.0,0.008645920296321885,103787.0,424.0,0.004068668374739711,477.0,424.0,0.4705882352941176,104211.0
MA,2009,M,Asian,1,0,0,0,8534.0,111.0,0.012839791787160208,8599.0,46.0,0.005320994794679005,65.0,46.0,0.4144144144144144,8645.0
MA,2009,M,Black,1,0,0,0,29197.0,890.0,0.02958088210855186,29624.0,463.0,0.015388706085684847,427.0,463.0,0.5202247191011236,30087.0
MA,2009,M,Hispanic,1,0,0,0,29228.0,1286.0,0.042144589368814316,29936.0,578.0,0.018942124926263355,708.0,578.0,0.4494556765163297,30514.0
MA,2009,M,Other,1,0,0,0,6619.0,37.0,0.005558894230769231,6639.0,17.0,0.0025540865384615385,20.0,17.0,0.4594594594594595,6656.0
MA,2009,M,White,1,0,0,0,216248.0,3571.0,0.01624518353736483,217879.0,1940.0,0.008825442750626652,1631.0,1940.0,0.5432651918230188,219819.0
MA,2010,F,Asian,1,0,0,0,3450.0,19.0,0.0054770827327760155,3465.0,4.0,0.0011530700490054774,15.0,4.0,0.21052631578947367,3469.0
MA,2010,F,Black,1,0,0,0,10709.0,134.0,0.01235820344922992,10784.0,59.0,0.005441298533616158,75.0,59.0,0.44029850746268656,10843.0
MA,2010,F,Hispanic,1,0,0,0,8284.0,131.0,0.01556743909685086,8365.0,50.0,0.0059417706476530005,81.0,50.0,0.3816793893129771,8415.0
MA,2010,F,Other,1,0,0,0,1299.0,4.0,0.003069838833461243,1303.0,,,4.0,,,1303.0
MA,2010,F,White,1,0,0,0,94037.0,841.0,0.008864014840110457,94481.0,397.0,0.004184320917388647,444.0,397.0,0.4720570749108205,94878.0
MA,2010,M,Asian,1,0,0,0,7671.0,105.0,0.013503086419753086,7740.0,36.0,0.0046296296296296285,69.0,36.0,0.3428571428571429,7776.0
MA,2010,M,Black,1,0,0,0,27168.0,879.0,0.031340250294149115,27580.0,467.0,0.016650622169929047,412.0,467.0,0.5312855517633674,28047.0
MA,2010,M,Hispanic,1,0,0,0,26970.0,998.0,0.035683638443935926,27484.0,484.0,0.01730549199084668,514.0,484.0,0.4849699398797595,27968.0
MA,2010,M,Other,1,0,0,0,5983.0,42.0,0.006970954356846473,6006.0,19.0,0.003153526970954357,23.0,19.0,0.4523809523809524,6025.0
MA,2010,M,White,1,0,0,0,193197.0,3300.0,0.016794149529000442,194610.0,1887.0,0.009603200048855709,1413.0,1887.0,0.5718181818181818,196497.0
MA,2011,F,Asian,1,0,0,0,2976.0,19.0,0.006343906510851419,2988.0,7.0,0.002337228714524207,12.0,7.0,0.3684210526315789,2995.0
MA,2011,F,Black,1,0,0,0,9362.0,107.0,0.01130003168233182,9426.0,43.0,0.004541134227479143,64.0,43.0,0.4018691588785047,9469.0
MA,2011,F,Hispanic,1,0,0,0,7196.0,87.0,0.011945626802141977,7249.0,34.0,0.004668405876699162,53.0,34.0,0.3908045977011495,7283.0
MA,2011,F,Other,1,0,0,0,1247.0,4.0,0.003197442046362909,1251.0,,,4.0,,,1251.0
MA,2011,F,White,1,0,0,0,81377.0,573.0,0.006992068334350214,81651.0,299.0,0.0036485661989017694,274.0,299.0,0.5218150087260035,81950.0
MA,2011,M,Asian,1,0,0,0,7097.0,90.0,0.01252261026854042,7150.0,37.0,0.005148184221511061,53.0,37.0,0.4111111111111111,7187.0
MA,2011,M,Black,1,0,0,0,23937.0,633.0,0.02576312576312576,24222.0,348.0,0.014163614163614162,285.0,348.0,0.5497630331753555,24570.0
MA,2011,M,Hispanic,1,0,0,0,22908.0,740.0,0.031292286874154265,23260.0,388.0,0.016407307171853857,352.0,388.0,0.5243243243243243,23648.0
MA,2011,M,Other,1,0,0,0,5511.0,43.0,0.007742167806985957,5529.0,25.0,0.004501260352898812,18.0,25.0,0.5813953488372093,5554.0
MA,2011,M,White,1,0,0,0,167667.0,2294.0,0.013497214066756491,168639.0,1322.0,0.007778255011443801,972.0,1322.0,0.5762859633827376,169961.0
MA,2012,F,Asian,1,1,0,0,3969.0,23.0,0.005761523046092184,3986.0,6.0,0.001503006012024048,17.0,6.0,0.2608695652173913,3992.0
MA,2012,F,Black,1,1,0,0,12603.0,136.0,0.010675877227411885,12681.0,58.0,0.004552947641102127,78.0,58.0,0.4264705882352941,12739.0
MA,2012,F,Hispanic,1,1,0,0,9856.0,145.0,0.014498550144985503,9938.0,63.0,0.006299370062993701,82.0,63.0,0.4344827586206896,10001.0
MA,2012,F,Other,1,1,0,0,1556.0,16.0,0.010178117048346057,1561.0,11.0,0.0069974554707379144,5.0,11.0,0.6875,1572.0
MA,2012,F,White,1,1,0,0,100834.0,751.0,0.0073928237436629435,101214.0,371.0,0.0036521139932076587,380.0,371.0,0.4940079893475366,101585.0
MA,2012,M,Asian,1,1,0,0,8986.0,113.0,0.012418947137048029,9061.0,38.0,0.0041762831080338495,75.0,38.0,0.33628318584070804,9099.0
MA,2012,M,Black,1,1,0,0,31651.0,856.0,0.0263327898606454,32077.0,430.0,0.01322792014027748,426.0,430.0,0.5023364485981309,32507.0
MA,2012,M,Hispanic,1,1,0,0,30968.0,1088.0,0.033940603943099584,31557.0,499.0,0.015566508609932618,589.0,499.0,0.4586397058823529,32056.0
MA,2012,M,Other,1,1,0,0,7160.0,58.0,0.008035466888334718,7194.0,24.0,0.003325020781379884,34.0,24.0,0.4137931034482759,7218.0
MA,2012,M,White,1,1,0,0,203309.0,2745.0,0.013321750609063644,204515.0,1539.0,0.007468915915245519,1206.0,1539.0,0.5606557377049181,206054.0
MA,2013,F,Asian,1,1,0,0,3676.0,8.0,0.002171552660152009,3683.0,1.0,0.0002714440825190011,7.0,1.0,0.125,3684.0
MA,2013,F,Black,1,1,0,0,11651.0,77.0,0.006565484311050478,11693.0,35.0,0.0029843110504774893,42.0,35.0,0.4545454545454545,11728.0
MA,2013,F,Hispanic,1,1,0,0,9786.0,115.0,0.011614988385011614,9840.0,61.0,0.006160993839006161,54.0,61.0,0.5304347826086957,9901.0
MA,2013,F,Other,1,1,0,0,2142.0,8.0,0.0037209302325581397,2146.0,4.0,0.0018604651162790694,4.0,4.0,0.5,2150.0
MA,2013,F,White,1,1,0,0,94772.0,657.0,0.0068846996196124865,95009.0,420.0,0.004401177839021681,237.0,420.0,0.6392694063926939,95429.0
MA,2013,M,Asian,1,1,0,0,8885.0,61.0,0.006818689917281465,8910.0,36.0,0.004024144869215292,25.0,36.0,0.5901639344262295,8946.0
MA,2013,M,Black,1,1,0,0,30059.0,688.0,0.022376166780498908,30404.0,343.0,0.011155559892021986,345.0,343.0,0.49854651162790703,30747.0
MA,2013,M,Hispanic,1,1,0,0,31362.0,900.0,0.027896596615212942,31813.0,449.0,0.013917302089145123,451.0,449.0,0.4988888888888889,32262.0
MA,2013,M,Other,1,1,0,0,8093.0,52.0,0.006384284837323511,8126.0,19.0,0.0023327194597912828,33.0,19.0,0.36538461538461536,8145.0
MA,2013,M,White,1,1,0,0,193875.0,2425.0,0.012353540499235864,194827.0,1473.0,0.007503820682628629,952.0,1473.0,0.6074226804123711,196300.0
MA,2014,F,Asian,1,1,0,0,3553.0,5.0,0.001405283867341203,3556.0,2.0,0.0005621135469364812,3.0,2.0,0.4,3558.0
MA,2014,F,Black,1,1,0,0,11264.0,75.0,0.00661433988887909,11308.0,31.0,0.002733927154070024,44.0,31.0,0.4133333333333333,11339.0
MA,2014,F,Hispanic,1,1,0,0,9634.0,130.0,0.01331421548545678,9707.0,57.0,0.0058377714051618184,73.0,57.0,0.4384615384615385,9764.0
MA,2014,F,Other,1,1,0,0,1769.0,7.0,0.00394144144144144,1772.0,4.0,0.002252252252252252,3.0,4.0,0.5714285714285714,1776.0
MA,2014,F,White,1,1,0,0,91480.0,552.0,0.005997913769123784,91707.0,325.0,0.0035313803894297634,227.0,325.0,0.5887681159420289,92032.0
MA,2014,M,Asian,1,1,0,0,8475.0,54.0,0.006331340133661625,8512.0,17.0,0.001993199671708289,37.0,17.0,0.3148148148148148,8529.0
MA,2014,M,Black,1,1,0,0,29944.0,574.0,0.01880857199030081,30255.0,263.0,0.008617864866636083,311.0,263.0,0.4581881533101045,30518.0
MA,2014,M,Hispanic,1,1,0,0,30481.0,810.0,0.025886037518775367,30917.0,374.0,0.011952318558051836,436.0,374.0,0.4617283950617284,31291.0
MA,2014,M,Other,1,1,0,0,7692.0,43.0,0.005559146735617324,7725.0,10.0,0.001292824822236587,33.0,10.0,0.2325581395348837,7735.0
MA,2014,M,White,1,1,0,0,184558.0,1784.0,0.009573794421010829,185329.0,1013.0,0.0054362408904058135,771.0,1013.0,0.5678251121076233,186342.0
MA,2015,F,Asian,1,1,0,0,3258.0,10.0,0.0030599755201958386,3265.0,3.0,0.0009179926560587516,7.0,3.0,0.3,3268.0
MA,2015,F,Black,1,1,0,0,10421.0,56.0,0.005345041519518946,10458.0,19.0,0.0018134962298367852,37.0,19.0,0.3392857142857143,10477.0
MA,2015,F,Hispanic,1,1,0,0,8425.0,73.0,0.008590256530948458,8469.0,29.0,0.003412567662979525,44.0,29.0,0.3972602739726027,8498.0
