state,district1,district2,district3,precinct,party,candidate,votes
WISCONSIN,2,2,2,TOWN OF ROXBURY WARDS 1-2,DEMOCRAT,MARK POCAN,632
WISCONSIN,2,2,2,TOWN OF ROXBURY WARDS 1-2,REPUBLICAN,PETER THERON,551
WISCONSIN,2,2,2,TOWN OF RUTLAND WARDS 1-2,DEMOCRAT,MARK POCAN,844
WISCONSIN,2,2,2,TOWN OF RUTLAND WARDS 1-2,REPUBLICAN,PETER THERON,541
WISCONSIN,2,2,2,TOWN OF SEYMOUR WARDS 1-2,DEMOCRAT,MARK POCAN,54
WISCONSIN,2,2,2,TOWN OF SEYMOUR WARDS 1-2,REPUBLICAN,PETER THERON,118
WISCONSIN,2,2,2,TOWN OF SHULLSBURG WARD 1,DEMOCRAT,MARK POCAN,67
WISCONSIN,2,2,2,TOWN OF SHULLSBURG WARD 1,REPUBLICAN,PETER THERON,102
WISCONSIN,2,2,2,TOWN OF SPRING GREEN WARDS 1-4,DEMOCRAT,MARK POCAN,617
WISCONSIN,2,2,2,TOWN OF SPRING GREEN WARDS 1-4,REPUBLICAN,PETER THERON,530
WISCONSIN,2,2,2,TOWN OF SPRING GROVE WARD 1,DEMOCRAT,MARK POCAN,176
WISCONSIN,2,2,2,TOWN OF SPRING GROVE WARD 1,REPUBLICAN,PETER THERON,355
WISCONSIN,2,2,2,TOWN OF SPRING VALLEY WARD 1,DEMOCRAT,MARK POCAN,175
WISCONSIN,2,2,2,TOWN OF SPRING VALLEY WARD 1,REPUBLICAN,PETER THERON,253
WISCONSIN,2,2,2,TOWN OF SPRINGDALE WARDS 1-2,DEMOCRAT,MARK POCAN,847
WISCONSIN,2,2,2,TOWN OF SPRINGDALE WARDS 1-2,REPUBLICAN,PETER THERON,561
WISCONSIN,2,2,2,TOWN OF SPRINGFIELD WARDS 1-3,DEMOCRAT,MARK POCAN,1030
WISCONSIN,2,2,2,TOWN OF SPRINGFIELD WARDS 1-3,REPUBLICAN,PETER THERON,847
WISCONSIN,2,2,2,TOWN OF SUMPTER WARDS 1-3,DEMOCRAT,MARK POCAN,240
WISCONSIN,2,2,2,TOWN OF SUMPTER WARDS 1-3,REPUBLICAN,PETER THERON,202
WISCONSIN,2,2,2,TOWN OF SUN PRAIRIE WARDS 1-3,DEMOCRAT,MARK POCAN,906
WISCONSIN,2,2,2,TOWN OF SUN PRAIRIE WARDS 1-3,REPUBLICAN,PETER THERON,646
WISCONSIN,2,2,2,TOWN OF SYLVESTER WARDS 1-2,DEMOCRAT,MARK POCAN,280
WISCONSIN,2,2,2,TOWN OF SYLVESTER WARDS 1-2,REPUBLICAN,PETER THERON,384
WISCONSIN,2,2,2,TOWN OF TROY WARD 1,DEMOCRAT,MARK POCAN,229
WISCONSIN,2,2,2,TOWN OF TROY WARD 1,REPUBLICAN,PETER THERON,249
WISCONSIN,2,2,2,"TOWN OF TURTLE WARDS 1,4",DEMOCRAT,MARK POCAN,290
WISCONSIN,2,2,2,"TOWN OF TURTLE WARDS 1,4",REPUBLICAN,PETER THERON,351
WISCONSIN,2,2,2,TOWN OF UNION WARDS 1-4,DEMOCRAT,MARK POCAN,731
WISCONSIN,2,2,2,TOWN OF UNION WARDS 1-4,REPUBLICAN,PETER THERON,525
WISCONSIN,2,2,2,TOWN OF VERMONT WARD 1,DEMOCRAT,MARK POCAN,429
WISCONSIN,2,2,2,TOWN OF VERMONT WARD 1,REPUBLICAN,PETER THERON,209
WISCONSIN,2,2,2,TOWN OF VERONA WARD 1,DEMOCRAT,MARK POCAN,291
WISCONSIN,2,2,2,TOWN OF VERONA WARD 1,REPUBLICAN,PETER THERON,198
WISCONSIN,2,2,2,TOWN OF VERONA WARDS 2-4,DEMOCRAT,MARK POCAN,587
WISCONSIN,2,2,2,TOWN OF VERONA WARDS 2-4,REPUBLICAN,PETER THERON,315
WISCONSIN,2,2,2,TOWN OF VIENNA WARDS 1-2,DEMOCRAT,MARK POCAN,472
WISCONSIN,2,2,2,TOWN OF VIENNA WARDS 1-2,REPUBLICAN,PETER THERON,505
WISCONSIN,2,2,2,TOWN OF WALDWICK WARDS 1-2,DEMOCRAT,MARK POCAN,165
WISCONSIN,2,2,2,TOWN OF WALDWICK WARDS 1-2,REPUBLICAN,PETER THERON,132
WISCONSIN,2,2,2,TOWN OF WASHINGTON WARD 1,DEMOCRAT,MARK POCAN,277
WISCONSIN,2,2,2,TOWN OF WASHINGTON WARD 1,REPUBLICAN,PETER THERON,241
WISCONSIN,2,2,2,TOWN OF WASHINGTON WARDS 1-2,DEMOCRAT,MARK POCAN,161
WISCONSIN,2,2,2,TOWN OF WASHINGTON WARDS 1-2,REPUBLICAN,PETER THERON,234
WISCONSIN,2,2,2,TOWN OF WAYNE WARD 1,DEMOCRAT,MARK POCAN,66
WISCONSIN,2,2,2,TOWN OF WAYNE WARD 1,REPUBLICAN,PETER THERON,178
WISCONSIN,2,2,2,TOWN OF WESTFIELD WARD 1,DEMOCRAT,MARK POCAN,103
WISCONSIN,2,2,2,TOWN OF WESTFIELD WARD 1,REPUBLICAN,PETER THERON,205
WISCONSIN,2,2,2,TOWN OF WESTPORT WARDS 1-5,DEMOCRAT,MARK POCAN,1832
WISCONSIN,2,2,2,TOWN OF WESTPORT WARDS 1-5,REPUBLICAN,PETER THERON,1156
WISCONSIN,2,2,2,TOWN OF WHITE OAK SPRINGS WARD 1,DEMOCRAT,MARK POCAN,15
WISCONSIN,2,2,2,TOWN OF WHITE OAK SPRINGS WARD 1,REPUBLICAN,PETER THERON,58
WISCONSIN,2,2,2,TOWN OF WILLOW SPRINGS WARD 1,DEMOCRAT,MARK POCAN,162
WISCONSIN,2,2,2,TOWN OF WILLOW SPRINGS WARD 1,REPUBLICAN,PETER THERON,250
WISCONSIN,2,2,2,TOWN OF WINFIELD WARDS 1-2,DEMOCRAT,MARK POCAN,209
WISCONSIN,2,2,2,TOWN OF WINFIELD WARDS 1-2,REPUBLICAN,PETER THERON,329
WISCONSIN,2,2,2,TOWN OF WIOTA WARD 1,DEMOCRAT,MARK POCAN,219
WISCONSIN,2,2,2,TOWN OF WIOTA WARD 1,REPUBLICAN,PETER THERON,249
WISCONSIN,2,2,2,TOWN OF WOODLAND WARD 1,DEMOCRAT,MARK POCAN,182
WISCONSIN,2,2,2,TOWN OF WOODLAND WARD 1,REPUBLICAN,PETER THERON,228
WISCONSIN,2,2,2,TOWN OF WYOMING WARDS 1-2,DEMOCRAT,MARK POCAN,168
WISCONSIN,2,2,2,TOWN OF WYOMING WARDS 1-2,REPUBLICAN,PETER THERON,87
WISCONSIN,2,2,2,TOWN OF YORK WARD 1,DEMOCRAT,MARK POCAN,627
WISCONSIN,2,2,2,TOWN OF YORK WARD 1,REPUBLICAN,PETER THERON,475
WISCONSIN,2,2,2,VILLAGE OF ALBANY WARDS 1-2,DEMOCRAT,MARK POCAN,315
WISCONSIN,2,2,2,VILLAGE OF ALBANY WARDS 1-2,REPUBLICAN,PETER THERON,206
WISCONSIN,2,2,2,VILLAGE OF ARENA WARD 1,DEMOCRAT,MARK POCAN,269
WISCONSIN,2,2,2,VILLAGE OF ARENA WARD 1,REPUBLICAN,PETER THERON,209
WISCONSIN,2,2,2,VILLAGE OF ARGYLE WARD 1,DEMOCRAT,MARK POCAN,226
WISCONSIN,2,2,2,VILLAGE OF ARGYLE WARD 1,REPUBLICAN,PETER THERON,175
WISCONSIN,2,2,2,VILLAGE OF AVOCA WARD 1,DEMOCRAT,MARK POCAN,118
WISCONSIN,2,2,2,VILLAGE OF AVOCA WARD 1,REPUBLICAN,PETER THERON,116
WISCONSIN,2,2,2,VILLAGE OF BARNEVELD WARDS 1-2,DEMOCRAT,MARK POCAN,427
WISCONSIN,2,2,2,VILLAGE OF BARNEVELD WARDS 1-2,REPUBLICAN,PETER THERON,311
WISCONSIN,2,2,2,VILLAGE OF BELLEVILLE WARD 3,DEMOCRAT,MARK POCAN,207
WISCONSIN,2,2,2,VILLAGE OF BELLEVILLE WARD 3,REPUBLICAN,PETER THERON,111
WISCONSIN,2,2,2,VILLAGE OF BELLEVILLE WARDS 1-2,DEMOCRAT,MARK POCAN,863
WISCONSIN,2,2,2,VILLAGE OF BELLEVILLE WARDS 1-2,REPUBLICAN,PETER THERON,385
WISCONSIN,2,2,2,VILLAGE OF BELMONT WARD 1,DEMOCRAT,MARK POCAN,231
WISCONSIN,2,2,2,VILLAGE OF BELMONT WARD 1,REPUBLICAN,PETER THERON,261
WISCONSIN,2,2,2,VILLAGE OF BENTON WARD 1,DEMOCRAT,MARK POCAN,278
WISCONSIN,2,2,2,VILLAGE OF BENTON WARD 1,REPUBLICAN,PETER THERON,216
WISCONSIN,2,2,2,VILLAGE OF BLACK EARTH WARDS 1-2,DEMOCRAT,MARK POCAN,581
WISCONSIN,2,2,2,VILLAGE OF BLACK EARTH WARDS 1-2,REPUBLICAN,PETER THERON,328
WISCONSIN,2,2,2,VILLAGE OF BLANCHARDVILLE WARD 1,DEMOCRAT,MARK POCAN,217
WISCONSIN,2,2,2,VILLAGE OF BLANCHARDVILLE WARD 1,REPUBLICAN,PETER THERON,127
WISCONSIN,2,2,2,VILLAGE OF BLANCHARDVILLE WARD 2,DEMOCRAT,MARK POCAN,63
WISCONSIN,2,2,2,VILLAGE OF BLANCHARDVILLE WARD 2,REPUBLICAN,PETER THERON,46
WISCONSIN,2,2,2,VILLAGE OF BLUE MOUNDS WARD 1,DEMOCRAT,MARK POCAN,388
WISCONSIN,2,2,2,VILLAGE OF BLUE MOUNDS WARD 1,REPUBLICAN,PETER THERON,174
WISCONSIN,2,2,2,VILLAGE OF BROOKLYN WARD 1,DEMOCRAT,MARK POCAN,400
WISCONSIN,2,2,2,VILLAGE OF BROOKLYN WARD 1,REPUBLICAN,PETER THERON,189
WISCONSIN,2,2,2,VILLAGE OF BROOKLYN WARD 2,DEMOCRAT,MARK POCAN,169
WISCONSIN,2,2,2,VILLAGE OF BROOKLYN WARD 2,REPUBLICAN,PETER THERON,80
WISCONSIN,2,2,2,VILLAGE OF BROOKLYN WARD 3,DEMOCRAT,MARK POCAN,0
WISCONSIN,2,2,2,VILLAGE OF BROOKLYN WARD 3,REPUBLICAN,PETER THERON,0
WISCONSIN,2,2,2,VILLAGE OF BROWNTOWN WARD 1,DEMOCRAT,MARK POCAN,46
WISCONSIN,2,2,2,VILLAGE OF BROWNTOWN WARD 1,REPUBLICAN,PETER THERON,78
WISCONSIN,2,2,2,VILLAGE OF CAMBRIDGE WARDS 2-3,DEMOCRAT,MARK POCAN,653
WISCONSIN,2,2,2,VILLAGE OF CAMBRIDGE WARDS 2-3,REPUBLICAN,PETER THERON,382
WISCONSIN,2,2,2,VILLAGE OF CAZENOVIA WARD 1,DEMOCRAT,MARK POCAN,84
WISCONSIN,2,2,2,VILLAGE OF CAZENOVIA WARD 1,REPUBLICAN,PETER THERON,79
WISCONSIN,2,2,2,VILLAGE OF CAZENOVIA WARD 2,DEMOCRAT,MARK POCAN,5
WISCONSIN,2,2,2,VILLAGE OF CAZENOVIA WARD 2,REPUBLICAN,PETER THERON,4
WISCONSIN,2,2,2,VILLAGE OF COBB WARD 1,DEMOCRAT,MARK POCAN,141
WISCONSIN,2,2,2,VILLAGE OF COBB WARD 1,REPUBLICAN,PETER THERON,109
WISCONSIN,2,2,2,"VILLAGE OF COTTAGE GROVE WARDS 1-10,13",DEMOCRAT,MARK POCAN,2834
WISCONSIN,2,2,2,"VILLAGE OF COTTAGE GROVE WARDS 1-10,13",REPUBLICAN,PETER THERON,1487
WISCONSIN,2,2,2,VILLAGE OF COTTAGE GROVE WARDS 11-12,DEMOCRAT,MARK POCAN,1
WISCONSIN,2,2,2,VILLAGE OF COTTAGE GROVE WARDS 11-12,REPUBLICAN,PETER THERON,1
WISCONSIN,2,2,2,VILLAGE OF CROSS PLAINS WARDS 1-4,DEMOCRAT,MARK POCAN,1649
WISCONSIN,2,2,2,VILLAGE OF CROSS PLAINS WARDS 1-4,REPUBLICAN,PETER THERON,812
WISCONSIN,2,2,2,VILLAGE OF CROSS PLAINS WARDS 5-6,DEMOCRAT,MARK POCAN,50
WISCONSIN,2,2,2,VILLAGE OF CROSS PLAINS WARDS 5-6,REPUBLICAN,PETER THERON,19
WISCONSIN,2,2,2,VILLAGE OF DANE WARD 1,DEMOCRAT,MARK POCAN,330
WISCONSIN,2,2,2,VILLAGE OF DANE WARD 1,REPUBLICAN,PETER THERON,298
WISCONSIN,2,2,2,VILLAGE OF DEERFIELD WARDS 1-3,DEMOCRAT,MARK POCAN,899
WISCONSIN,2,2,2,VILLAGE OF DEERFIELD WARDS 1-3,REPUBLICAN,PETER THERON,560
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 1,3-6,15",DEMOCRAT,MARK POCAN,1859
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 1,3-6,15",REPUBLICAN,PETER THERON,1117
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 11,20",DEMOCRAT,MARK POCAN,318
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 11,20",REPUBLICAN,PETER THERON,185
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 13,19,22-23",DEMOCRAT,MARK POCAN,4
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 13,19,22-23",REPUBLICAN,PETER THERON,7
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 14,16-18",DEMOCRAT,MARK POCAN,2
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 14,16-18",REPUBLICAN,PETER THERON,0
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 2,21",DEMOCRAT,MARK POCAN,277
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 2,21",REPUBLICAN,PETER THERON,120
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 7-10,12",DEMOCRAT,MARK POCAN,1537
WISCONSIN,2,2,2,"VILLAGE OF DEFOREST WARDS 7-10,12",REPUBLICAN,PETER THERON,887
WISCONSIN,2,2,2,VILLAGE OF FOOTVILLE WARD 1,DEMOCRAT,MARK POCAN,232
WISCONSIN,2,2,2,VILLAGE OF FOOTVILLE WARD 1,REPUBLICAN,PETER THERON,242
WISCONSIN,2,2,2,VILLAGE OF GRATIOT WARD 1,DEMOCRAT,MARK POCAN,56
WISCONSIN,2,2,2,VILLAGE OF GRATIOT WARD 1,REPUBLICAN,PETER THERON,54
WISCONSIN,2,2,2,VILLAGE OF HAZEL GREEN WARD 3,DEMOCRAT,MARK POCAN,6
WISCONSIN,2,2,2,VILLAGE OF HAZEL GREEN WARD 3,REPUBLICAN,PETER THERON,8
WISCONSIN,2,2,2,VILLAGE OF HIGHLAND WARD 1,DEMOCRAT,MARK POCAN,243
WISCONSIN,2,2,2,VILLAGE OF HIGHLAND WARD 1,REPUBLICAN,PETER THERON,219
WISCONSIN,2,2,2,VILLAGE OF HOLLANDALE WARD 1,DEMOCRAT,MARK POCAN,102
WISCONSIN,2,2,2,VILLAGE OF HOLLANDALE WARD 1,REPUBLICAN,PETER THERON,52
WISCONSIN,2,2,2,VILLAGE OF IRONTON WARD 1,DEMOCRAT,MARK POCAN,40
WISCONSIN,2,2,2,VILLAGE OF IRONTON WARD 1,REPUBLICAN,PETER THERON,83
WISCONSIN,2,2,2,VILLAGE OF LAKE DELTON WARDS 1-3,DEMOCRAT,MARK POCAN,699
WISCONSIN,2,2,2,VILLAGE OF LAKE DELTON WARDS 1-3,REPUBLICAN,PETER THERON,679
WISCONSIN,2,2,2,VILLAGE OF LAKE DELTON WARDS 4-10,DEMOCRAT,MARK POCAN,5
WISCONSIN,2,2,2,VILLAGE OF LAKE DELTON WARDS 4-10,REPUBLICAN,PETER THERON,1
WISCONSIN,2,2,2,VILLAGE OF LAVALLE WARD 1,DEMOCRAT,MARK POCAN,64
WISCONSIN,2,2,2,VILLAGE OF LAVALLE WARD 1,REPUBLICAN,PETER THERON,123
WISCONSIN,2,2,2,VILLAGE OF LIME RIDGE WARD 1,DEMOCRAT,MARK POCAN,45
WISCONSIN,2,2,2,VILLAGE OF LIME RIDGE WARD 1,REPUBLICAN,PETER THERON,47
WISCONSIN,2,2,2,VILLAGE OF LINDEN WARD 1,DEMOCRAT,MARK POCAN,134
WISCONSIN,2,2,2,VILLAGE OF LINDEN WARD 1,REPUBLICAN,PETER THERON,92
WISCONSIN,2,2,2,VILLAGE OF LIVINGSTON WARD 2,DEMOCRAT,MARK POCAN,0
WISCONSIN,2,2,2,VILLAGE OF LIVINGSTON WARD 2,REPUBLICAN,PETER THERON,2
WISCONSIN,2,2,2,VILLAGE OF LOGANVILLE WARD 1,DEMOCRAT,MARK POCAN,66
WISCONSIN,2,2,2,VILLAGE OF LOGANVILLE WARD 1,REPUBLICAN,PETER THERON,83
WISCONSIN,2,2,2,VILLAGE OF LONE ROCK WARD 1,DEMOCRAT,MARK POCAN,193
WISCONSIN,2,2,2,VILLAGE OF LONE ROCK WARD 1,REPUBLICAN,PETER THERON,209
WISCONSIN,2,2,2,VILLAGE OF MAPLE BLUFF WARDS 1-2,DEMOCRAT,MARK POCAN,731
WISCONSIN,2,2,2,VILLAGE OF MAPLE BLUFF WARDS 1-2,REPUBLICAN,PETER THERON,346
WISCONSIN,2,2,2,VILLAGE OF MARSHALL WARDS 1-5,DEMOCRAT,MARK POCAN,1094
WISCONSIN,2,2,2,VILLAGE OF MARSHALL WARDS 1-5,REPUBLICAN,PETER THERON,837
WISCONSIN,2,2,2,VILLAGE OF MAZOMANIE WARDS 1-3,DEMOCRAT,MARK POCAN,656
WISCONSIN,2,2,2,VILLAGE OF MAZOMANIE WARDS 1-3,REPUBLICAN,PETER THERON,394
WISCONSIN,2,2,2,VILLAGE OF MCFARLAND WARD 14,DEMOCRAT,MARK POCAN,0
WISCONSIN,2,2,2,VILLAGE OF MCFARLAND WARD 14,REPUBLICAN,PETER THERON,0
WISCONSIN,2,2,2,VILLAGE OF MCFARLAND WARDS 1-13,DEMOCRAT,MARK POCAN,4107
WISCONSIN,2,2,2,VILLAGE OF MCFARLAND WARDS 1-13,REPUBLICAN,PETER THERON,1790
WISCONSIN,2,2,2,VILLAGE OF MERRIMAC WARD 1,DEMOCRAT,MARK POCAN,173
WISCONSIN,2,2,2,VILLAGE OF MERRIMAC WARD 1,REPUBLICAN,PETER THERON,144
WISCONSIN,2,2,2,VILLAGE OF MONTFORT WARD 2,DEMOCRAT,MARK POCAN,31
WISCONSIN,2,2,2,VILLAGE OF MONTFORT WARD 2,REPUBLICAN,PETER THERON,23
WISCONSIN,2,2,2,VILLAGE OF MONTICELLO WARDS 1-2,DEMOCRAT,MARK POCAN,384
WISCONSIN,2,2,2,VILLAGE OF MONTICELLO WARDS 1-2,REPUBLICAN,PETER THERON,282
WISCONSIN,2,2,2,VILLAGE OF MOUNT HOREB WARDS 1-4,DEMOCRAT,MARK POCAN,1514
WISCONSIN,2,2,2,VILLAGE OF MOUNT HOREB WARDS 1-4,REPUBLICAN,PETER THERON,778
WISCONSIN,2,2,2,VILLAGE OF MOUNT HOREB WARDS 5-9,DEMOCRAT,MARK POCAN,1646
WISCONSIN,2,2,2,VILLAGE OF MOUNT HOREB WARDS 5-9,REPUBLICAN,PETER THERON,765
WISCONSIN,2,2,2,VILLAGE OF MUSCODA WARD 3,DEMOCRAT,MARK POCAN,8
WISCONSIN,2,2,2,VILLAGE OF MUSCODA WARD 3,REPUBLICAN,PETER THERON,8
WISCONSIN,2,2,2,VILLAGE OF NEW GLARUS WARDS 1-4,DEMOCRAT,MARK POCAN,951
WISCONSIN,2,2,2,VILLAGE OF NEW GLARUS WARDS 1-4,REPUBLICAN,PETER THERON,422
WISCONSIN,2,2,2,VILLAGE OF NORTH FREEDOM WARD 1,DEMOCRAT,MARK POCAN,151
WISCONSIN,2,2,2,VILLAGE OF NORTH FREEDOM WARD 1,REPUBLICAN,PETER THERON,143
WISCONSIN,2,2,2,"VILLAGE OF OREGON WARDS 1,5-6,11,13",DEMOCRAT,MARK POCAN,1484
WISCONSIN,2,2,2,"VILLAGE OF OREGON WARDS 1,5-6,11,13",REPUBLICAN,PETER THERON,594
WISCONSIN,2,2,2,"VILLAGE OF OREGON WARDS 2-4,12",DEMOCRAT,MARK POCAN,1358
WISCONSIN,2,2,2,"VILLAGE OF OREGON WARDS 2-4,12",REPUBLICAN,PETER THERON,624
WISCONSIN,2,2,2,VILLAGE OF OREGON WARDS 7-10,DEMOCRAT,MARK POCAN,1894
WISCONSIN,2,2,2,VILLAGE OF OREGON WARDS 7-10,REPUBLICAN,PETER THERON,1013
WISCONSIN,2,2,2,VILLAGE OF ORFORDVILLE WARDS 1-2,DEMOCRAT,MARK POCAN,381
WISCONSIN,2,2,2,VILLAGE OF ORFORDVILLE WARDS 1-2,REPUBLICAN,PETER THERON,352
WISCONSIN,2,2,2,VILLAGE OF PLAIN WARD 1,DEMOCRAT,MARK POCAN,231
WISCONSIN,2,2,2,VILLAGE OF PLAIN WARD 1,REPUBLICAN,PETER THERON,244
WISCONSIN,2,2,2,VILLAGE OF PRAIRIE DU SAC WARDS 1-5,DEMOCRAT,MARK POCAN,1616
WISCONSIN,2,2,2,VILLAGE OF PRAIRIE DU SAC WARDS 1-5,REPUBLICAN,PETER THERON,1014
WISCONSIN,2,2,2,VILLAGE OF REWEY WARD 1,DEMOCRAT,MARK POCAN,71
WISCONSIN,2,2,2,VILLAGE OF REWEY WARD 1,REPUBLICAN,PETER THERON,47
WISCONSIN,2,2,2,VILLAGE OF RIDGEWAY WARD 1,DEMOCRAT,MARK POCAN,218
WISCONSIN,2,2,2,VILLAGE OF RIDGEWAY WARD 1,REPUBLICAN,PETER THERON,140
WISCONSIN,2,2,2,VILLAGE OF ROCK SPRINGS WARD 1,DEMOCRAT,MARK POCAN,52
WISCONSIN,2,2,2,VILLAGE OF ROCK SPRINGS WARD 1,REPUBLICAN,PETER THERON,116
WISCONSIN,2,2,2,VILLAGE OF ROCKDALE WARD 1,DEMOCRAT,MARK POCAN,85
WISCONSIN,2,2,2,VILLAGE OF ROCKDALE WARD 1,REPUBLICAN,PETER THERON,42
WISCONSIN,2,2,2,VILLAGE OF SAUK CITY WARDS 1-5,DEMOCRAT,MARK POCAN,1312
WISCONSIN,2,2,2,VILLAGE OF SAUK CITY WARDS 1-5,REPUBLICAN,PETER THERON,739
WISCONSIN,2,2,2,VILLAGE OF SHOREWOOD HILLS WARDS 1-2,DEMOCRAT,MARK POCAN,1456
WISCONSIN,2,2,2,VILLAGE OF SHOREWOOD HILLS WARDS 1-2,REPUBLICAN,PETER THERON,154
WISCONSIN,2,2,2,VILLAGE OF SOUTH WAYNE WARD 1,DEMOCRAT,MARK POCAN,67
WISCONSIN,2,2,2,VILLAGE OF SOUTH WAYNE WARD 1,REPUBLICAN,PETER THERON,126
WISCONSIN,2,2,2,VILLAGE OF SPRING GREEN WARDS 1-2,DEMOCRAT,MARK POCAN,691
WISCONSIN,2,2,2,VILLAGE OF SPRING GREEN WARDS 1-2,REPUBLICAN,PETER THERON,292
WISCONSIN,2,2,2,VILLAGE OF WAUNAKEE WARDS 1-5,DEMOCRAT,MARK POCAN,2835
WISCONSIN,2,2,2,VILLAGE OF WAUNAKEE WARDS 1-5,REPUBLICAN,PETER THERON,1727
WISCONSIN,2,2,2,VILLAGE OF WAUNAKEE WARDS 6-12,DEMOCRAT,MARK POCAN,2878
WISCONSIN,2,2,2,VILLAGE OF WAUNAKEE WARDS 6-12,REPUBLICAN,PETER THERON,1765
WISCONSIN,2,2,2,VILLAGE OF WEST BARABOO WARDS 1-2,DEMOCRAT,MARK POCAN,424
WISCONSIN,2,2,2,VILLAGE OF WEST BARABOO WARDS 1-2,REPUBLICAN,PETER THERON,364
WISCONSIN,2,2,2,VILLAGE OF WINDSOR WARDS 1-2,DEMOCRAT,MARK POCAN,245
WISCONSIN,2,2,2,VILLAGE OF WINDSOR WARDS 1-2,REPUBLICAN,PETER THERON,193
WISCONSIN,2,2,2,VILLAGE OF WINDSOR WARDS 3-5,DEMOCRAT,MARK POCAN,963
WISCONSIN,2,2,2,VILLAGE OF WINDSOR WARDS 3-5,REPUBLICAN,PETER THERON,803
WISCONSIN,2,2,2,VILLAGE OF WINDSOR WARDS 6-10,DEMOCRAT,MARK POCAN,1927
WISCONSIN,2,2,2,VILLAGE OF WINDSOR WARDS 6-10,REPUBLICAN,PETER THERON,1127
WISCONSIN,3,3,3,CITY OF ADAMS WARDS 1-4,DEMOCRAT,RON KIND,344
WISCONSIN,3,3,3,CITY OF ADAMS WARDS 1-4,REPUBLICAN,DERRICK VAN ORDEN,416
WISCONSIN,3,3,3,CITY OF ALMA WARDS 1-2,DEMOCRAT,RON KIND,249
WISCONSIN,3,3,3,CITY OF ALMA WARDS 1-2,REPUBLICAN,DERRICK VAN ORDEN,220
WISCONSIN,3,3,3,CITY OF ALTOONA WARDS 1-11,DEMOCRAT,RON KIND,2541
WISCONSIN,3,3,3,CITY OF ALTOONA WARDS 1-11,REPUBLICAN,DERRICK VAN ORDEN,1955
WISCONSIN,3,3,3,CITY OF ALTOONA WARDS 12-16,DEMOCRAT,RON KIND,18
WISCONSIN,3,3,3,CITY OF ALTOONA WARDS 12-16,REPUBLICAN,DERRICK VAN ORDEN,9
WISCONSIN,3,3,3,CITY OF ARCADIA WARDS 1-3,DEMOCRAT,RON KIND,400
WISCONSIN,3,3,3,CITY OF ARCADIA WARDS 1-3,REPUBLICAN,DERRICK VAN ORDEN,435
WISCONSIN,3,3,3,CITY OF AUGUSTA WARDS 1-5,DEMOCRAT,RON KIND,295
WISCONSIN,3,3,3,CITY OF AUGUSTA WARDS 1-5,REPUBLICAN,DERRICK VAN ORDEN,415
WISCONSIN,3,3,3,CITY OF BLACK RIVER FALLS WARD 1,DEMOCRAT,RON KIND,299
WISCONSIN,3,3,3,CITY OF BLACK RIVER FALLS WARD 1,REPUBLICAN,DERRICK VAN ORDEN,218
WISCONSIN,3,3,3,CITY OF BLACK RIVER FALLS WARD 2,DEMOCRAT,RON KIND,236
WISCONSIN,3,3,3,CITY OF BLACK RIVER FALLS WARD 2,REPUBLICAN,DERRICK VAN ORDEN,170
WISCONSIN,3,3,3,CITY OF BLACK RIVER FALLS WARD 3,DEMOCRAT,RON KIND,178
WISCONSIN,3,3,3,CITY OF BLACK RIVER FALLS WARD 3,REPUBLICAN,DERRICK VAN ORDEN,122
WISCONSIN,3,3,3,CITY OF BLACK RIVER FALLS WARD 4,DEMOCRAT,RON KIND,249
WISCONSIN,3,3,3,CITY OF BLACK RIVER FALLS WARD 4,REPUBLICAN,DERRICK VAN ORDEN,226
WISCONSIN,3,3,3,CITY OF BLAIR WARDS 1-3,DEMOCRAT,RON KIND,281
WISCONSIN,3,3,3,CITY OF BLAIR WARDS 1-3,REPUBLICAN,DERRICK VAN ORDEN,277
WISCONSIN,3,3,3,CITY OF BOSCOBEL WARDS 1-4,DEMOCRAT,RON KIND,650
WISCONSIN,3,3,3,CITY OF BOSCOBEL WARDS 1-4,REPUBLICAN,DERRICK VAN ORDEN,642
WISCONSIN,3,3,3,CITY OF BUFFALO CITY WARD 1,DEMOCRAT,RON KIND,304
WISCONSIN,3,3,3,CITY OF BUFFALO CITY WARD 1,REPUBLICAN,DERRICK VAN ORDEN,322
WISCONSIN,3,3,3,CITY OF CHIPPEWA FALLS WARD 1,DEMOCRAT,RON KIND,515
WISCONSIN,3,3,3,CITY OF CHIPPEWA FALLS WARD 1,REPUBLICAN,DERRICK VAN ORDEN,448
WISCONSIN,3,3,3,CITY OF CHIPPEWA FALLS WARD 2,DEMOCRAT,RON KIND,671
