variable,dtype,var_type,role,isCount,weighting_var
state,object,categorical,['ignore'],FALSE,
district2010,int64,ordinal,['splitby'],FALSE,
district2020,int64,ordinal,['splitby'],FALSE,
precinct,object,categorical,['ignore'],FALSE,
party,object,categorical,['independent'],FALSE,
candidate,object,categorical,[],FALSE,
votes,int64,continuous,['dependent'],FALSE,
