ID,Total VAP,Party,Partisan Lean
1,597950,Dem,0.3641
2,609272,Dem,0.2606
3,594875,Dem,0.2734
4,605586,Dem,0.3285
5,603015,Dem,0.3782
1,597950,Rep,0.5953
2,609272,Rep,0.7039
3,594875,Rep,0.6894
4,605586,Rep,0.6288
5,603015,Rep,0.5801
1,597950,Oth,0.0406
2,609272,Oth,0.0355
3,594875,Oth,0.0372
4,605586,Oth,0.0427
5,603015,Oth,0.0417
