state,district,precinct,party,candidate,votes
FLORIDA,5,2513_2513-2401 -- MOOSE LODGE,DEMOCRAT,AL LAWSON,845
FLORIDA,5,2513_2513-2401 -- MOOSE LODGE,REPUBLICAN,GARY ADLER,240
FLORIDA,5,25_PRE 25 ELIZABETH AME CHURCH,DEMOCRAT,AL LAWSON,237
FLORIDA,5,25_PRE 25 ELIZABETH AME CHURCH,REPUBLICAN,GARY ADLER,63
FLORIDA,5,2A_MACCLENNY BAPTIST GYM,DEMOCRAT,AL LAWSON,583
FLORIDA,5,2A_MACCLENNY BAPTIST GYM,REPUBLICAN,GARY ADLER,2008
FLORIDA,5,2_2 - JASPER COURTHOUSE,DEMOCRAT,AL LAWSON,614
FLORIDA,5,2_2 - JASPER COURTHOUSE,REPUBLICAN,GARY ADLER,277
FLORIDA,5,2_LEE CITY HALL,DEMOCRAT,AL LAWSON,261
FLORIDA,5,2_LEE CITY HALL,REPUBLICAN,GARY ADLER,63
FLORIDA,5,2_PRE 2 HAVANA PUBLIC LIBRARY,DEMOCRAT,AL LAWSON,1327
FLORIDA,5,2_PRE 2 HAVANA PUBLIC LIBRARY,REPUBLICAN,GARY ADLER,543
FLORIDA,5,2_ST MARGARET'S CATHOLIC CHURCH,DEMOCRAT,AL LAWSON,105
FLORIDA,5,2_ST MARGARET'S CATHOLIC CHURCH,REPUBLICAN,GARY ADLER,183
FLORIDA,5,3104_3103-3104-3107 -- THOMASVILLE ROAD BAPTIST CHURCH,DEMOCRAT,AL LAWSON,368
FLORIDA,5,3104_3103-3104-3107 -- THOMASVILLE ROAD BAPTIST CHURCH,REPUBLICAN,GARY ADLER,175
FLORIDA,5,3107_3103-3104-3107 -- THOMASVILLE ROAD BAPTIST CHURCH,DEMOCRAT,AL LAWSON,664
FLORIDA,5,3107_3103-3104-3107 -- THOMASVILLE ROAD BAPTIST CHURCH,REPUBLICAN,GARY ADLER,336
FLORIDA,5,3110_3110-3109 -- IMMANUEL BAPTIST CHURCH,DEMOCRAT,AL LAWSON,970
FLORIDA,5,3110_3110-3109 -- IMMANUEL BAPTIST CHURCH,REPUBLICAN,GARY ADLER,450
FLORIDA,5,3409_3507-3409 -- GRAY MEMORIAL UNITED METHODIST CHURCH,DEMOCRAT,AL LAWSON,541
FLORIDA,5,3409_3507-3409 -- GRAY MEMORIAL UNITED METHODIST CHURCH,REPUBLICAN,GARY ADLER,182
FLORIDA,5,3411_3411-3412-3461 -- LAKE JACKSON COMMUNITY CENTER,DEMOCRAT,AL LAWSON,1745
FLORIDA,5,3411_3411-3412-3461 -- LAKE JACKSON COMMUNITY CENTER,REPUBLICAN,GARY ADLER,546
FLORIDA,5,3412_3411-3412-3461 -- LAKE JACKSON COMMUNITY CENTER,DEMOCRAT,AL LAWSON,302
FLORIDA,5,3412_3411-3412-3461 -- LAKE JACKSON COMMUNITY CENTER,REPUBLICAN,GARY ADLER,109
FLORIDA,5,3414_4405-3413-3414-3475 -- WILDWOOD PRESBYTERIAN CHURCH,DEMOCRAT,AL LAWSON,26
FLORIDA,5,3414_4405-3413-3414-3475 -- WILDWOOD PRESBYTERIAN CHURCH,REPUBLICAN,GARY ADLER,25
FLORIDA,5,3457_3459-3457 -- FELLOWSHIP BAPTIST CHURCH,DEMOCRAT,AL LAWSON,370
FLORIDA,5,3457_3459-3457 -- FELLOWSHIP BAPTIST CHURCH,REPUBLICAN,GARY ADLER,280
FLORIDA,5,3467_3467 -- ST. LOUIS CATHOLIC CHURCH,DEMOCRAT,AL LAWSON,1354
FLORIDA,5,3467_3467 -- ST. LOUIS CATHOLIC CHURCH,REPUBLICAN,GARY ADLER,966
FLORIDA,5,3468_3513-3468 -- SEMINOLE BAPTIST CHURCH,DEMOCRAT,AL LAWSON,41
FLORIDA,5,3468_3513-3468 -- SEMINOLE BAPTIST CHURCH,REPUBLICAN,GARY ADLER,9
FLORIDA,5,3469_3469 -- NORTHWOODS BAPTIST CHURCH,DEMOCRAT,AL LAWSON,1351
FLORIDA,5,3469_3469 -- NORTHWOODS BAPTIST CHURCH,REPUBLICAN,GARY ADLER,741
FLORIDA,5,3473_3473 -- FRIENDSHIP AME CHURCH,DEMOCRAT,AL LAWSON,807
FLORIDA,5,3473_3473 -- FRIENDSHIP AME CHURCH,REPUBLICAN,GARY ADLER,598
FLORIDA,5,3475_4405-3413-3414-3475 -- WILDWOOD PRESBYTERIAN CHURCH,DEMOCRAT,AL LAWSON,148
FLORIDA,5,3475_4405-3413-3414-3475 -- WILDWOOD PRESBYTERIAN CHURCH,REPUBLICAN,GARY ADLER,60
FLORIDA,5,3477_3477 -- BETHELONIA AME CHURCH,DEMOCRAT,AL LAWSON,314
FLORIDA,5,3477_3477 -- BETHELONIA AME CHURCH,REPUBLICAN,GARY ADLER,228
FLORIDA,5,34_SUPV ELECTIONS OFFICE,DEMOCRAT,AL LAWSON,0
FLORIDA,5,34_SUPV ELECTIONS OFFICE,REPUBLICAN,GARY ADLER,0
FLORIDA,5,3501_3501 -- FAITH PRESBYTERIAN CHURCH,DEMOCRAT,AL LAWSON,1241
FLORIDA,5,3501_3501 -- FAITH PRESBYTERIAN CHURCH,REPUBLICAN,GARY ADLER,423
FLORIDA,5,3502_3453-3502-3551 -- SALVATION ARMY,DEMOCRAT,AL LAWSON,568
FLORIDA,5,3502_3453-3502-3551 -- SALVATION ARMY,REPUBLICAN,GARY ADLER,106
FLORIDA,5,3507_3507-3409 -- GRAY MEMORIAL UNITED METHODIST CHURCH,DEMOCRAT,AL LAWSON,1264
FLORIDA,5,3507_3507-3409 -- GRAY MEMORIAL UNITED METHODIST CHURCH,REPUBLICAN,GARY ADLER,385
FLORIDA,5,3509_3509 -- MARZUQ SHRINE CENTER,DEMOCRAT,AL LAWSON,1458
FLORIDA,5,3509_3509 -- MARZUQ SHRINE CENTER,REPUBLICAN,GARY ADLER,628
FLORIDA,5,3513_3513-3468 -- SEMINOLE BAPTIST CHURCH,DEMOCRAT,AL LAWSON,1495
FLORIDA,5,3513_3513-3468 -- SEMINOLE BAPTIST CHURCH,REPUBLICAN,GARY ADLER,439
FLORIDA,5,3551_3453-3502-3551 -- SALVATION ARMY,DEMOCRAT,AL LAWSON,15
FLORIDA,5,3551_3453-3502-3551 -- SALVATION ARMY,REPUBLICAN,GARY ADLER,11
FLORIDA,5,3A_CENTER OF THE AGRICULTURE,DEMOCRAT,AL LAWSON,484
FLORIDA,5,3A_CENTER OF THE AGRICULTURE,REPUBLICAN,GARY ADLER,2250
FLORIDA,5,3_3 - WHITE SPRINGS LIBRARY,DEMOCRAT,AL LAWSON,312
FLORIDA,5,3_3 - WHITE SPRINGS LIBRARY,REPUBLICAN,GARY ADLER,367
FLORIDA,5,3_AUCILLA CENTRAL BAPTIST,DEMOCRAT,AL LAWSON,130
FLORIDA,5,3_AUCILLA CENTRAL BAPTIST,REPUBLICAN,GARY ADLER,111
FLORIDA,5,3_LEE CITY HALL,DEMOCRAT,AL LAWSON,323
FLORIDA,5,3_LEE CITY HALL,REPUBLICAN,GARY ADLER,1375
FLORIDA,5,3_PRE 3 CONCORDIA BAPTIST CHURCH,DEMOCRAT,AL LAWSON,392
FLORIDA,5,3_PRE 3 CONCORDIA BAPTIST CHURCH,REPUBLICAN,GARY ADLER,469
FLORIDA,5,402,DEMOCRAT,AL LAWSON,1408
FLORIDA,5,402,REPUBLICAN,GARY ADLER,1466
FLORIDA,5,403,DEMOCRAT,AL LAWSON,1720
FLORIDA,5,403,REPUBLICAN,GARY ADLER,1236
FLORIDA,5,405,DEMOCRAT,AL LAWSON,487
FLORIDA,5,405,REPUBLICAN,GARY ADLER,189
FLORIDA,5,408,DEMOCRAT,AL LAWSON,133
FLORIDA,5,408,REPUBLICAN,GARY ADLER,99
FLORIDA,5,410,DEMOCRAT,AL LAWSON,889
FLORIDA,5,410,REPUBLICAN,GARY ADLER,832
FLORIDA,5,4105_4184-4105-4106-4107-4109 -- ST. PETERS PRIMITIVE BAPTIST CHURCH,DEMOCRAT,AL LAWSON,116
FLORIDA,5,4105_4184-4105-4106-4107-4109 -- ST. PETERS PRIMITIVE BAPTIST CHURCH,REPUBLICAN,GARY ADLER,14
FLORIDA,5,4152_5115-5165-4152 -- GRACE LUTHERAN CHURCH,DEMOCRAT,AL LAWSON,44
FLORIDA,5,4152_5115-5165-4152 -- GRACE LUTHERAN CHURCH,REPUBLICAN,GARY ADLER,33
FLORIDA,5,4154_4153-4154-5227 -- TALLAHASSEE HEIGHTS UNITED METHODIST CHURCH,DEMOCRAT,AL LAWSON,94
FLORIDA,5,4154_4153-4154-5227 -- TALLAHASSEE HEIGHTS UNITED METHODIST CHURCH,REPUBLICAN,GARY ADLER,10
FLORIDA,5,4157_4157-5154 -- LIGHTHOUSE CHILDRENS HOME,DEMOCRAT,AL LAWSON,381
FLORIDA,5,4157_4157-5154 -- LIGHTHOUSE CHILDRENS HOME,REPUBLICAN,GARY ADLER,283
FLORIDA,5,4159_4159 -- MICCOSUKEE COMMUNITY CENTER,DEMOCRAT,AL LAWSON,336
FLORIDA,5,4159_4159 -- MICCOSUKEE COMMUNITY CENTER,REPUBLICAN,GARY ADLER,217
FLORIDA,5,4161_4161 -- THE RETREAT AT BRADLEYS POND,DEMOCRAT,AL LAWSON,1096
FLORIDA,5,4161_4161 -- THE RETREAT AT BRADLEYS POND,REPUBLICAN,GARY ADLER,1286
FLORIDA,5,4168_4167-4168 -- FOUR OAKS COMMUNITY CHURCH,DEMOCRAT,AL LAWSON,48
FLORIDA,5,4168_4167-4168 -- FOUR OAKS COMMUNITY CHURCH,REPUBLICAN,GARY ADLER,32
FLORIDA,5,4173_4173 -- INDIAN SPRINGS BAPTIST CHURCH,DEMOCRAT,AL LAWSON,321
FLORIDA,5,4173_4173 -- INDIAN SPRINGS BAPTIST CHURCH,REPUBLICAN,GARY ADLER,408
FLORIDA,5,41_LULU COMMUNITY CENTER,DEMOCRAT,AL LAWSON,247
FLORIDA,5,41_LULU COMMUNITY CENTER,REPUBLICAN,GARY ADLER,462
FLORIDA,5,4456_4455-4456 -- CHRIST PRESBYTERIAN CHURCH,DEMOCRAT,AL LAWSON,96
FLORIDA,5,4456_4455-4456 -- CHRIST PRESBYTERIAN CHURCH,REPUBLICAN,GARY ADLER,100
FLORIDA,5,4458_4458-4457 -- CANOPY ROADS BAPTIST CHURCH,DEMOCRAT,AL LAWSON,448
FLORIDA,5,4458_4458-4457 -- CANOPY ROADS BAPTIST CHURCH,REPUBLICAN,GARY ADLER,609
FLORIDA,5,4A_BAXTER FIRE STATION,DEMOCRAT,AL LAWSON,16
FLORIDA,5,4A_BAXTER FIRE STATION,REPUBLICAN,GARY ADLER,161
FLORIDA,5,4B_TAYLOR VOTING HOUSE,DEMOCRAT,AL LAWSON,50
FLORIDA,5,4B_TAYLOR VOTING HOUSE,REPUBLICAN,GARY ADLER,471
FLORIDA,5,4C_CENTER OF THE AGRICULTURE,DEMOCRAT,AL LAWSON,207
FLORIDA,5,4C_CENTER OF THE AGRICULTURE,REPUBLICAN,GARY ADLER,1619
FLORIDA,5,4D_CUYLER CHURCH HALL,DEMOCRAT,AL LAWSON,83
FLORIDA,5,4D_CUYLER CHURCH HALL,REPUBLICAN,GARY ADLER,775
FLORIDA,5,4_4 - JASPER CIVIC CENTER,DEMOCRAT,AL LAWSON,356
FLORIDA,5,4_4 - JASPER CIVIC CENTER,REPUBLICAN,GARY ADLER,808
FLORIDA,5,4_CHURCH OF THE NAZARENE,DEMOCRAT,AL LAWSON,262
FLORIDA,5,4_CHURCH OF THE NAZARENE,REPUBLICAN,GARY ADLER,432
FLORIDA,5,4_LEE CITY HALL,DEMOCRAT,AL LAWSON,83
FLORIDA,5,4_LEE CITY HALL,REPUBLICAN,GARY ADLER,249
FLORIDA,5,4_PRE 4 EUGENE LAMB RECREATION C,DEMOCRAT,AL LAWSON,2034
FLORIDA,5,4_PRE 4 EUGENE LAMB RECREATION C,REPUBLICAN,GARY ADLER,320
FLORIDA,5,503,DEMOCRAT,AL LAWSON,789
FLORIDA,5,503,REPUBLICAN,GARY ADLER,390
FLORIDA,5,506,DEMOCRAT,AL LAWSON,1689
FLORIDA,5,506,REPUBLICAN,GARY ADLER,1208
FLORIDA,5,507,DEMOCRAT,AL LAWSON,598
FLORIDA,5,507,REPUBLICAN,GARY ADLER,232
FLORIDA,5,511,DEMOCRAT,AL LAWSON,1181
FLORIDA,5,511,REPUBLICAN,GARY ADLER,1086
FLORIDA,5,5115_5115-5165-4152 -- GRACE LUTHERAN CHURCH,DEMOCRAT,AL LAWSON,1044
FLORIDA,5,5115_5115-5165-4152 -- GRACE LUTHERAN CHURCH,REPUBLICAN,GARY ADLER,469
FLORIDA,5,513,DEMOCRAT,AL LAWSON,0
FLORIDA,5,513,REPUBLICAN,GARY ADLER,0
FLORIDA,5,5153_5153-4162 -- CALVARY CHAPEL,DEMOCRAT,AL LAWSON,831
FLORIDA,5,5153_5153-4162 -- CALVARY CHAPEL,REPUBLICAN,GARY ADLER,805
FLORIDA,5,5165_5115-5165-4152 -- GRACE LUTHERAN CHURCH,DEMOCRAT,AL LAWSON,115
FLORIDA,5,5165_5115-5165-4152 -- GRACE LUTHERAN CHURCH,REPUBLICAN,GARY ADLER,31
FLORIDA,5,51_SOUTHSIDE REC COMPLEX,DEMOCRAT,AL LAWSON,42
FLORIDA,5,51_SOUTHSIDE REC COMPLEX,REPUBLICAN,GARY ADLER,79
FLORIDA,5,5201_5201-5204 -- PARKS & RECREATION DEPT.,DEMOCRAT,AL LAWSON,990
FLORIDA,5,5201_5201-5204 -- PARKS & RECREATION DEPT.,REPUBLICAN,GARY ADLER,212
FLORIDA,5,5203_5203-1205-1230 -- OPTIMIST PARK,DEMOCRAT,AL LAWSON,1096
FLORIDA,5,5203_5203-1205-1230 -- OPTIMIST PARK,REPUBLICAN,GARY ADLER,208
FLORIDA,5,5204_5201-5204 -- PARKS & RECREATION DEPT.,DEMOCRAT,AL LAWSON,0
FLORIDA,5,5204_5201-5204 -- PARKS & RECREATION DEPT.,REPUBLICAN,GARY ADLER,1
FLORIDA,5,5205_1203-5205 -- JOHN WESLEY UNITED METHODIST CHURCH,DEMOCRAT,AL LAWSON,236
FLORIDA,5,5205_1203-5205 -- JOHN WESLEY UNITED METHODIST CHURCH,REPUBLICAN,GARY ADLER,76
FLORIDA,5,5207_5207 -- JACKSON LODGE,DEMOCRAT,AL LAWSON,2203
FLORIDA,5,5207_5207 -- JACKSON LODGE,REPUBLICAN,GARY ADLER,663
FLORIDA,5,5220_5220 -- PINEY Z PLANTATION LODGE,DEMOCRAT,AL LAWSON,785
FLORIDA,5,5220_5220 -- PINEY Z PLANTATION LODGE,REPUBLICAN,GARY ADLER,386
FLORIDA,5,5221_5221 -- DEPT. OF AGRICULTURE COMPLEX,DEMOCRAT,AL LAWSON,1345
FLORIDA,5,5221_5221 -- DEPT. OF AGRICULTURE COMPLEX,REPUBLICAN,GARY ADLER,538
FLORIDA,5,5224_5224-5223-5258 -- GOSPEL LIGHT CHURCH,DEMOCRAT,AL LAWSON,158
FLORIDA,5,5224_5224-5223-5258 -- GOSPEL LIGHT CHURCH,REPUBLICAN,GARY ADLER,98
FLORIDA,5,5227_4153-4154-5227 -- TALLAHASSEE HEIGHTS UNITED METHODIST CHURCH,DEMOCRAT,AL LAWSON,159
FLORIDA,5,5227_4153-4154-5227 -- TALLAHASSEE HEIGHTS UNITED METHODIST CHURCH,REPUBLICAN,GARY ADLER,67
FLORIDA,5,5252_5251-5252 -- MORNINGSIDE BAPTIST CHURCH,DEMOCRAT,AL LAWSON,160
FLORIDA,5,5252_5251-5252 -- MORNINGSIDE BAPTIST CHURCH,REPUBLICAN,GARY ADLER,77
FLORIDA,5,5258_5224-5223-5258 -- GOSPEL LIGHT CHURCH,DEMOCRAT,AL LAWSON,0
FLORIDA,5,5258_5224-5223-5258 -- GOSPEL LIGHT CHURCH,REPUBLICAN,GARY ADLER,2
FLORIDA,5,5260_5260 -- WOODRUN BAPTIST CHURCH,DEMOCRAT,AL LAWSON,2295
FLORIDA,5,5260_5260 -- WOODRUN BAPTIST CHURCH,REPUBLICAN,GARY ADLER,1000
FLORIDA,5,5264_5263-5264-5265 -- DOROTHY SPENCE COMMUNITY CENTER,DEMOCRAT,AL LAWSON,64
FLORIDA,5,5264_5263-5264-5265 -- DOROTHY SPENCE COMMUNITY CENTER,REPUBLICAN,GARY ADLER,15
FLORIDA,5,5265_5263-5264-5265 -- DOROTHY SPENCE COMMUNITY CENTER,DEMOCRAT,AL LAWSON,60
FLORIDA,5,5265_5263-5264-5265 -- DOROTHY SPENCE COMMUNITY CENTER,REPUBLICAN,GARY ADLER,9
FLORIDA,5,5A_GLEN BAPTIST HALL,DEMOCRAT,AL LAWSON,325
FLORIDA,5,5A_GLEN BAPTIST HALL,REPUBLICAN,GARY ADLER,2683
FLORIDA,5,5_5 - BRIGHT POND FELLOWSHIP,DEMOCRAT,AL LAWSON,48
FLORIDA,5,5_5 - BRIGHT POND FELLOWSHIP,REPUBLICAN,GARY ADLER,164
FLORIDA,5,5_LEE CITY HALL,DEMOCRAT,AL LAWSON,595
FLORIDA,5,5_LEE CITY HALL,REPUBLICAN,GARY ADLER,344
FLORIDA,5,5_MONTICELLO OPERA HOUSE,DEMOCRAT,AL LAWSON,606
FLORIDA,5,5_MONTICELLO OPERA HOUSE,REPUBLICAN,GARY ADLER,213
FLORIDA,5,5_PRE 5 QUINCY RECREATION CENTER,DEMOCRAT,AL LAWSON,1970
FLORIDA,5,5_PRE 5 QUINCY RECREATION CENTER,REPUBLICAN,GARY ADLER,157
FLORIDA,5,6A_OLUSTEE BAPTIST HALL,DEMOCRAT,AL LAWSON,70
FLORIDA,5,6A_OLUSTEE BAPTIST HALL,REPUBLICAN,GARY ADLER,148
FLORIDA,5,6_6 - GENOA VOL. FIRE DEPT.,DEMOCRAT,AL LAWSON,188
FLORIDA,5,6_6 - GENOA VOL. FIRE DEPT.,REPUBLICAN,GARY ADLER,411
FLORIDA,5,6_LEE CITY HALL,DEMOCRAT,AL LAWSON,60
FLORIDA,5,6_LEE CITY HALL,REPUBLICAN,GARY ADLER,199
FLORIDA,5,6_PRE 6 WETUMPKA FIRE DEPARTMENT,DEMOCRAT,AL LAWSON,399
FLORIDA,5,6_PRE 6 WETUMPKA FIRE DEPARTMENT,REPUBLICAN,GARY ADLER,615
FLORIDA,5,6_THE MASONIC LODGE,DEMOCRAT,AL LAWSON,341
FLORIDA,5,6_THE MASONIC LODGE,REPUBLICAN,GARY ADLER,241
FLORIDA,5,701,DEMOCRAT,AL LAWSON,520
FLORIDA,5,701,REPUBLICAN,GARY ADLER,249
FLORIDA,5,702,DEMOCRAT,AL LAWSON,638
FLORIDA,5,702,REPUBLICAN,GARY ADLER,121
FLORIDA,5,704,DEMOCRAT,AL LAWSON,1694
FLORIDA,5,704,REPUBLICAN,GARY ADLER,384
FLORIDA,5,705,DEMOCRAT,AL LAWSON,2411
FLORIDA,5,705,REPUBLICAN,GARY ADLER,503
FLORIDA,5,706,DEMOCRAT,AL LAWSON,677
FLORIDA,5,706,REPUBLICAN,GARY ADLER,25
FLORIDA,5,707,DEMOCRAT,AL LAWSON,1707
FLORIDA,5,707,REPUBLICAN,GARY ADLER,148
FLORIDA,5,708,DEMOCRAT,AL LAWSON,680
FLORIDA,5,708,REPUBLICAN,GARY ADLER,94
FLORIDA,5,709,DEMOCRAT,AL LAWSON,3359
FLORIDA,5,709,REPUBLICAN,GARY ADLER,245
FLORIDA,5,710,DEMOCRAT,AL LAWSON,2613
FLORIDA,5,710,REPUBLICAN,GARY ADLER,309
FLORIDA,5,711,DEMOCRAT,AL LAWSON,628
FLORIDA,5,711,REPUBLICAN,GARY ADLER,62
FLORIDA,5,712,DEMOCRAT,AL LAWSON,918
FLORIDA,5,712,REPUBLICAN,GARY ADLER,194
FLORIDA,5,713,DEMOCRAT,AL LAWSON,1791
FLORIDA,5,713,REPUBLICAN,GARY ADLER,845
FLORIDA,5,714,DEMOCRAT,AL LAWSON,1086
FLORIDA,5,714,REPUBLICAN,GARY ADLER,118
FLORIDA,5,7_7 - BELLVILLE VOL. FIRE DEPT. ,DEMOCRAT,AL LAWSON,222
FLORIDA,5,7_7 - BELLVILLE VOL. FIRE DEPT. ,REPUBLICAN,GARY ADLER,408
FLORIDA,5,7_LEE CITY HALL,DEMOCRAT,AL LAWSON,292
FLORIDA,5,7_LEE CITY HALL,REPUBLICAN,GARY ADLER,648
FLORIDA,5,7_MACEDONIA BAPTIST CHURCH,DEMOCRAT,AL LAWSON,363
FLORIDA,5,7_MACEDONIA BAPTIST CHURCH,REPUBLICAN,GARY ADLER,328
FLORIDA,5,7_PRE 7 UNION CHAPEL AME CHURCH ,DEMOCRAT,AL LAWSON,561
FLORIDA,5,7_PRE 7 UNION CHAPEL AME CHURCH ,REPUBLICAN,GARY ADLER,198
FLORIDA,5,801,DEMOCRAT,AL LAWSON,1313
FLORIDA,5,801,REPUBLICAN,GARY ADLER,245
FLORIDA,5,802,DEMOCRAT,AL LAWSON,1798
FLORIDA,5,802,REPUBLICAN,GARY ADLER,79
FLORIDA,5,803,DEMOCRAT,AL LAWSON,2993
FLORIDA,5,803,REPUBLICAN,GARY ADLER,548
FLORIDA,5,804,DEMOCRAT,AL LAWSON,1220
FLORIDA,5,804,REPUBLICAN,GARY ADLER,480
FLORIDA,5,805,DEMOCRAT,AL LAWSON,1400
FLORIDA,5,805,REPUBLICAN,GARY ADLER,363
FLORIDA,5,806,DEMOCRAT,AL LAWSON,447
FLORIDA,5,806,REPUBLICAN,GARY ADLER,22
FLORIDA,5,807,DEMOCRAT,AL LAWSON,790
FLORIDA,5,807,REPUBLICAN,GARY ADLER,46
FLORIDA,5,808,DEMOCRAT,AL LAWSON,1045
FLORIDA,5,808,REPUBLICAN,GARY ADLER,44
FLORIDA,5,809,DEMOCRAT,AL LAWSON,1248
FLORIDA,5,809,REPUBLICAN,GARY ADLER,54
FLORIDA,5,811,DEMOCRAT,AL LAWSON,809
FLORIDA,5,811,REPUBLICAN,GARY ADLER,28
FLORIDA,5,812,DEMOCRAT,AL LAWSON,798
FLORIDA,5,812,REPUBLICAN,GARY ADLER,51
FLORIDA,5,813,DEMOCRAT,AL LAWSON,3052
FLORIDA,5,813,REPUBLICAN,GARY ADLER,1244
FLORIDA,5,815,DEMOCRAT,AL LAWSON,997
FLORIDA,5,815,REPUBLICAN,GARY ADLER,50
FLORIDA,5,816,DEMOCRAT,AL LAWSON,454
FLORIDA,5,816,REPUBLICAN,GARY ADLER,60
FLORIDA,5,817,DEMOCRAT,AL LAWSON,1946
FLORIDA,5,817,REPUBLICAN,GARY ADLER,902
FLORIDA,5,818,DEMOCRAT,AL LAWSON,836
FLORIDA,5,818,REPUBLICAN,GARY ADLER,214
FLORIDA,5,8_8 - CROSS ROADS,DEMOCRAT,AL LAWSON,229
FLORIDA,5,8_8 - CROSS ROADS,REPUBLICAN,GARY ADLER,916
FLORIDA,5,8_LEE CITY HALL,DEMOCRAT,AL LAWSON,227
FLORIDA,5,8_LEE CITY HALL,REPUBLICAN,GARY ADLER,630
FLORIDA,5,8_OLD J.C.H.S. AUDITORIUM,DEMOCRAT,AL LAWSON,439
FLORIDA,5,8_OLD J.C.H.S. AUDITORIUM,REPUBLICAN,GARY ADLER,402
FLORIDA,5,8_PRE 8 SYCAMORE METHODIST CHURC,DEMOCRAT,AL LAWSON,212
FLORIDA,5,8_PRE 8 SYCAMORE METHODIST CHURC,REPUBLICAN,GARY ADLER,321
FLORIDA,5,9000_EV -- B L PERRY LIBRARY,DEMOCRAT,AL LAWSON,223
FLORIDA,5,9000_EV -- B L PERRY LIBRARY,REPUBLICAN,GARY ADLER,89
FLORIDA,5,901,DEMOCRAT,AL LAWSON,1577
FLORIDA,5,901,REPUBLICAN,GARY ADLER,554
FLORIDA,5,902,DEMOCRAT,AL LAWSON,1629
FLORIDA,5,902,REPUBLICAN,GARY ADLER,67
FLORIDA,5,903,DEMOCRAT,AL LAWSON,1125
FLORIDA,5,903,REPUBLICAN,GARY ADLER,735
FLORIDA,5,904,DEMOCRAT,AL LAWSON,1583
FLORIDA,5,904,REPUBLICAN,GARY ADLER,46
FLORIDA,5,905,DEMOCRAT,AL LAWSON,1091
FLORIDA,5,905,REPUBLICAN,GARY ADLER,535
FLORIDA,5,906,DEMOCRAT,AL LAWSON,537
FLORIDA,5,906,REPUBLICAN,GARY ADLER,598
FLORIDA,5,907,DEMOCRAT,AL LAWSON,731
FLORIDA,5,907,REPUBLICAN,GARY ADLER,585
FLORIDA,5,908,DEMOCRAT,AL LAWSON,1188
FLORIDA,5,908,REPUBLICAN,GARY ADLER,695
FLORIDA,5,909,DEMOCRAT,AL LAWSON,816
FLORIDA,5,909,REPUBLICAN,GARY ADLER,79
FLORIDA,5,910,DEMOCRAT,AL LAWSON,1293
FLORIDA,5,910,REPUBLICAN,GARY ADLER,176
FLORIDA,5,911,DEMOCRAT,AL LAWSON,1738
FLORIDA,5,911,REPUBLICAN,GARY ADLER,395
FLORIDA,5,912,DEMOCRAT,AL LAWSON,838
FLORIDA,5,912,REPUBLICAN,GARY ADLER,46
FLORIDA,5,913,DEMOCRAT,AL LAWSON,1075
FLORIDA,5,913,REPUBLICAN,GARY ADLER,500
FLORIDA,5,914,DEMOCRAT,AL LAWSON,2232
FLORIDA,5,914,REPUBLICAN,GARY ADLER,1279
FLORIDA,5,9_LEE CITY HALL,DEMOCRAT,AL LAWSON,103
FLORIDA,5,9_LEE CITY HALL,REPUBLICAN,GARY ADLER,124
FLORIDA,5,9_PRE 9 CHATTAHOOCHEE RECREATION,DEMOCRAT,AL LAWSON,813
FLORIDA,5,9_PRE 9 CHATTAHOOCHEE RECREATION,REPUBLICAN,GARY ADLER,454
FLORIDA,5,9_SUPT. OF SCHOOLS BOARD ROOM,DEMOCRAT,AL LAWSON,314
FLORIDA,5,9_SUPT. OF SCHOOLS BOARD ROOM,REPUBLICAN,GARY ADLER,374
FLORIDA,6,01_1,DEMOCRAT,CLINT CURTIS,581
FLORIDA,6,01_1,REPUBLICAN,MICHAEL WALTZ,983
FLORIDA,6,03_3,DEMOCRAT,CLINT CURTIS,390
FLORIDA,6,03_3,REPUBLICAN,MICHAEL WALTZ,1554
FLORIDA,6,05_5,DEMOCRAT,CLINT CURTIS,162
FLORIDA,6,05_5,REPUBLICAN,MICHAEL WALTZ,499
FLORIDA,6,07_7,DEMOCRAT,CLINT CURTIS,529
FLORIDA,6,07_7,REPUBLICAN,MICHAEL WALTZ,1408
FLORIDA,6,08_8,DEMOCRAT,CLINT CURTIS,1239
FLORIDA,6,08_8,REPUBLICAN,MICHAEL WALTZ,2107
FLORIDA,6,09_9,DEMOCRAT,CLINT CURTIS,975
FLORIDA,6,09_9,REPUBLICAN,MICHAEL WALTZ,1543
FLORIDA,6,10,DEMOCRAT,CLINT CURTIS,1183
FLORIDA,6,10,REPUBLICAN,MICHAEL WALTZ,1826
FLORIDA,6,100_PRECINCT 100,DEMOCRAT,CLINT CURTIS,1119
FLORIDA,6,100_PRECINCT 100,REPUBLICAN,MICHAEL WALTZ,2635
FLORIDA,6,101,DEMOCRAT,CLINT CURTIS,194
FLORIDA,6,101,REPUBLICAN,MICHAEL WALTZ,585
FLORIDA,6,104_PRECINCT 104.MD,DEMOCRAT,CLINT CURTIS,460
FLORIDA,6,104_PRECINCT 104.MD,REPUBLICAN,MICHAEL WALTZ,710
FLORIDA,6,105,DEMOCRAT,CLINT CURTIS,166
FLORIDA,6,105,REPUBLICAN,MICHAEL WALTZ,405
FLORIDA,6,107,DEMOCRAT,CLINT CURTIS,292
FLORIDA,6,107,REPUBLICAN,MICHAEL WALTZ,985
