state,district,precinct,party,candidate,votes
FLORIDA,13,308,REPUBLICAN,ANNA PAULINA LUNA,644
FLORIDA,13,309,DEMOCRAT,CHARLIE CRIST,1705
FLORIDA,13,309,REPUBLICAN,ANNA PAULINA LUNA,2493
FLORIDA,13,310,DEMOCRAT,CHARLIE CRIST,1069
FLORIDA,13,310,REPUBLICAN,ANNA PAULINA LUNA,1419
FLORIDA,13,311,DEMOCRAT,CHARLIE CRIST,538
FLORIDA,13,311,REPUBLICAN,ANNA PAULINA LUNA,792
FLORIDA,13,312,DEMOCRAT,CHARLIE CRIST,543
FLORIDA,13,312,REPUBLICAN,ANNA PAULINA LUNA,780
FLORIDA,13,313,DEMOCRAT,CHARLIE CRIST,612
FLORIDA,13,313,REPUBLICAN,ANNA PAULINA LUNA,1031
FLORIDA,13,314,DEMOCRAT,CHARLIE CRIST,445
FLORIDA,13,314,REPUBLICAN,ANNA PAULINA LUNA,689
FLORIDA,13,315,DEMOCRAT,CHARLIE CRIST,448
FLORIDA,13,315,REPUBLICAN,ANNA PAULINA LUNA,646
FLORIDA,13,316,DEMOCRAT,CHARLIE CRIST,221
FLORIDA,13,316,REPUBLICAN,ANNA PAULINA LUNA,342
FLORIDA,13,317,DEMOCRAT,CHARLIE CRIST,1136
FLORIDA,13,317,REPUBLICAN,ANNA PAULINA LUNA,1304
FLORIDA,13,318,DEMOCRAT,CHARLIE CRIST,510
FLORIDA,13,318,REPUBLICAN,ANNA PAULINA LUNA,626
FLORIDA,13,319,DEMOCRAT,CHARLIE CRIST,117
FLORIDA,13,319,REPUBLICAN,ANNA PAULINA LUNA,194
FLORIDA,13,320,DEMOCRAT,CHARLIE CRIST,981
FLORIDA,13,320,REPUBLICAN,ANNA PAULINA LUNA,1125
FLORIDA,13,321,DEMOCRAT,CHARLIE CRIST,462
FLORIDA,13,321,REPUBLICAN,ANNA PAULINA LUNA,559
FLORIDA,13,322,DEMOCRAT,CHARLIE CRIST,2181
FLORIDA,13,322,REPUBLICAN,ANNA PAULINA LUNA,2242
FLORIDA,13,323,DEMOCRAT,CHARLIE CRIST,803
FLORIDA,13,323,REPUBLICAN,ANNA PAULINA LUNA,829
FLORIDA,13,324,DEMOCRAT,CHARLIE CRIST,823
FLORIDA,13,324,REPUBLICAN,ANNA PAULINA LUNA,321
FLORIDA,13,325,DEMOCRAT,CHARLIE CRIST,1040
FLORIDA,13,325,REPUBLICAN,ANNA PAULINA LUNA,1014
FLORIDA,13,326,DEMOCRAT,CHARLIE CRIST,678
FLORIDA,13,326,REPUBLICAN,ANNA PAULINA LUNA,701
FLORIDA,13,327,DEMOCRAT,CHARLIE CRIST,1437
FLORIDA,13,327,REPUBLICAN,ANNA PAULINA LUNA,1498
FLORIDA,13,328,DEMOCRAT,CHARLIE CRIST,698
FLORIDA,13,328,REPUBLICAN,ANNA PAULINA LUNA,767
FLORIDA,13,329,DEMOCRAT,CHARLIE CRIST,679
FLORIDA,13,329,REPUBLICAN,ANNA PAULINA LUNA,719
FLORIDA,13,330,DEMOCRAT,CHARLIE CRIST,693
FLORIDA,13,330,REPUBLICAN,ANNA PAULINA LUNA,500
FLORIDA,13,331,DEMOCRAT,CHARLIE CRIST,1391
FLORIDA,13,331,REPUBLICAN,ANNA PAULINA LUNA,1128
FLORIDA,13,332,DEMOCRAT,CHARLIE CRIST,1
FLORIDA,13,332,REPUBLICAN,ANNA PAULINA LUNA,2
FLORIDA,13,333,DEMOCRAT,CHARLIE CRIST,666
FLORIDA,13,333,REPUBLICAN,ANNA PAULINA LUNA,759
FLORIDA,13,334,DEMOCRAT,CHARLIE CRIST,860
FLORIDA,13,334,REPUBLICAN,ANNA PAULINA LUNA,800
FLORIDA,13,335,DEMOCRAT,CHARLIE CRIST,993
FLORIDA,13,335,REPUBLICAN,ANNA PAULINA LUNA,1108
FLORIDA,13,336,DEMOCRAT,CHARLIE CRIST,865
FLORIDA,13,336,REPUBLICAN,ANNA PAULINA LUNA,811
FLORIDA,13,337,DEMOCRAT,CHARLIE CRIST,1271
FLORIDA,13,337,REPUBLICAN,ANNA PAULINA LUNA,1466
FLORIDA,13,338,DEMOCRAT,CHARLIE CRIST,823
FLORIDA,13,338,REPUBLICAN,ANNA PAULINA LUNA,1073
FLORIDA,13,339,DEMOCRAT,CHARLIE CRIST,894
FLORIDA,13,339,REPUBLICAN,ANNA PAULINA LUNA,959
FLORIDA,13,340,DEMOCRAT,CHARLIE CRIST,635
FLORIDA,13,340,REPUBLICAN,ANNA PAULINA LUNA,824
FLORIDA,13,341,DEMOCRAT,CHARLIE CRIST,693
FLORIDA,13,341,REPUBLICAN,ANNA PAULINA LUNA,787
FLORIDA,13,342,DEMOCRAT,CHARLIE CRIST,686
FLORIDA,13,342,REPUBLICAN,ANNA PAULINA LUNA,848
FLORIDA,13,343,DEMOCRAT,CHARLIE CRIST,774
FLORIDA,13,343,REPUBLICAN,ANNA PAULINA LUNA,1326
FLORIDA,13,344,DEMOCRAT,CHARLIE CRIST,1170
FLORIDA,13,344,REPUBLICAN,ANNA PAULINA LUNA,2139
FLORIDA,13,345,DEMOCRAT,CHARLIE CRIST,1417
FLORIDA,13,345,REPUBLICAN,ANNA PAULINA LUNA,1395
FLORIDA,13,346,DEMOCRAT,CHARLIE CRIST,974
FLORIDA,13,346,REPUBLICAN,ANNA PAULINA LUNA,844
FLORIDA,13,347,DEMOCRAT,CHARLIE CRIST,906
FLORIDA,13,347,REPUBLICAN,ANNA PAULINA LUNA,1219
FLORIDA,13,348,DEMOCRAT,CHARLIE CRIST,818
FLORIDA,13,348,REPUBLICAN,ANNA PAULINA LUNA,1180
FLORIDA,13,349,DEMOCRAT,CHARLIE CRIST,945
FLORIDA,13,349,REPUBLICAN,ANNA PAULINA LUNA,1439
FLORIDA,13,350,DEMOCRAT,CHARLIE CRIST,673
FLORIDA,13,350,REPUBLICAN,ANNA PAULINA LUNA,758
FLORIDA,13,401,DEMOCRAT,CHARLIE CRIST,1189
FLORIDA,13,401,REPUBLICAN,ANNA PAULINA LUNA,2021
FLORIDA,13,402,DEMOCRAT,CHARLIE CRIST,696
FLORIDA,13,402,REPUBLICAN,ANNA PAULINA LUNA,816
FLORIDA,13,403,DEMOCRAT,CHARLIE CRIST,843
FLORIDA,13,403,REPUBLICAN,ANNA PAULINA LUNA,962
FLORIDA,13,404,DEMOCRAT,CHARLIE CRIST,702
FLORIDA,13,404,REPUBLICAN,ANNA PAULINA LUNA,923
FLORIDA,13,405,DEMOCRAT,CHARLIE CRIST,782
FLORIDA,13,405,REPUBLICAN,ANNA PAULINA LUNA,901
FLORIDA,13,406,DEMOCRAT,CHARLIE CRIST,570
FLORIDA,13,406,REPUBLICAN,ANNA PAULINA LUNA,1007
FLORIDA,13,407,DEMOCRAT,CHARLIE CRIST,439
FLORIDA,13,407,REPUBLICAN,ANNA PAULINA LUNA,739
FLORIDA,13,408,DEMOCRAT,CHARLIE CRIST,521
FLORIDA,13,408,REPUBLICAN,ANNA PAULINA LUNA,777
FLORIDA,13,409,DEMOCRAT,CHARLIE CRIST,419
FLORIDA,13,409,REPUBLICAN,ANNA PAULINA LUNA,525
FLORIDA,13,415,DEMOCRAT,CHARLIE CRIST,1065
FLORIDA,13,415,REPUBLICAN,ANNA PAULINA LUNA,1663
FLORIDA,13,416,DEMOCRAT,CHARLIE CRIST,440
FLORIDA,13,416,REPUBLICAN,ANNA PAULINA LUNA,655
FLORIDA,13,417,DEMOCRAT,CHARLIE CRIST,418
FLORIDA,13,417,REPUBLICAN,ANNA PAULINA LUNA,689
FLORIDA,13,418,DEMOCRAT,CHARLIE CRIST,671
FLORIDA,13,418,REPUBLICAN,ANNA PAULINA LUNA,1024
FLORIDA,13,419,DEMOCRAT,CHARLIE CRIST,364
FLORIDA,13,419,REPUBLICAN,ANNA PAULINA LUNA,657
FLORIDA,13,420,DEMOCRAT,CHARLIE CRIST,1118
FLORIDA,13,420,REPUBLICAN,ANNA PAULINA LUNA,1686
FLORIDA,13,421,DEMOCRAT,CHARLIE CRIST,14
FLORIDA,13,421,REPUBLICAN,ANNA PAULINA LUNA,55
FLORIDA,13,422,DEMOCRAT,CHARLIE CRIST,422
FLORIDA,13,422,REPUBLICAN,ANNA PAULINA LUNA,863
FLORIDA,13,500,DEMOCRAT,CHARLIE CRIST,679
FLORIDA,13,500,REPUBLICAN,ANNA PAULINA LUNA,326
FLORIDA,13,501,DEMOCRAT,CHARLIE CRIST,1205
FLORIDA,13,501,REPUBLICAN,ANNA PAULINA LUNA,1139
FLORIDA,13,502,DEMOCRAT,CHARLIE CRIST,874
FLORIDA,13,502,REPUBLICAN,ANNA PAULINA LUNA,876
FLORIDA,13,503,DEMOCRAT,CHARLIE CRIST,658
FLORIDA,13,503,REPUBLICAN,ANNA PAULINA LUNA,827
FLORIDA,13,504,DEMOCRAT,CHARLIE CRIST,1030
FLORIDA,13,504,REPUBLICAN,ANNA PAULINA LUNA,1299
FLORIDA,13,505,DEMOCRAT,CHARLIE CRIST,937
FLORIDA,13,505,REPUBLICAN,ANNA PAULINA LUNA,882
FLORIDA,13,506,DEMOCRAT,CHARLIE CRIST,934
FLORIDA,13,506,REPUBLICAN,ANNA PAULINA LUNA,962
FLORIDA,13,507,DEMOCRAT,CHARLIE CRIST,851
FLORIDA,13,507,REPUBLICAN,ANNA PAULINA LUNA,929
FLORIDA,13,508,DEMOCRAT,CHARLIE CRIST,716
FLORIDA,13,508,REPUBLICAN,ANNA PAULINA LUNA,708
FLORIDA,13,509,DEMOCRAT,CHARLIE CRIST,549
FLORIDA,13,509,REPUBLICAN,ANNA PAULINA LUNA,386
FLORIDA,13,510,DEMOCRAT,CHARLIE CRIST,835
FLORIDA,13,510,REPUBLICAN,ANNA PAULINA LUNA,755
FLORIDA,13,511,DEMOCRAT,CHARLIE CRIST,1250
FLORIDA,13,511,REPUBLICAN,ANNA PAULINA LUNA,1263
FLORIDA,13,512,DEMOCRAT,CHARLIE CRIST,476
FLORIDA,13,512,REPUBLICAN,ANNA PAULINA LUNA,350
FLORIDA,13,513,DEMOCRAT,CHARLIE CRIST,832
FLORIDA,13,513,REPUBLICAN,ANNA PAULINA LUNA,1412
FLORIDA,13,514,DEMOCRAT,CHARLIE CRIST,663
FLORIDA,13,514,REPUBLICAN,ANNA PAULINA LUNA,1324
FLORIDA,13,515,DEMOCRAT,CHARLIE CRIST,773
FLORIDA,13,515,REPUBLICAN,ANNA PAULINA LUNA,1552
FLORIDA,13,516,DEMOCRAT,CHARLIE CRIST,1723
FLORIDA,13,516,REPUBLICAN,ANNA PAULINA LUNA,900
FLORIDA,13,517,DEMOCRAT,CHARLIE CRIST,1066
FLORIDA,13,517,REPUBLICAN,ANNA PAULINA LUNA,601
FLORIDA,13,518,DEMOCRAT,CHARLIE CRIST,1816
FLORIDA,13,518,REPUBLICAN,ANNA PAULINA LUNA,1933
FLORIDA,13,519,DEMOCRAT,CHARLIE CRIST,959
FLORIDA,13,519,REPUBLICAN,ANNA PAULINA LUNA,1487
FLORIDA,13,520,DEMOCRAT,CHARLIE CRIST,409
FLORIDA,13,520,REPUBLICAN,ANNA PAULINA LUNA,448
FLORIDA,13,521,DEMOCRAT,CHARLIE CRIST,800
FLORIDA,13,521,REPUBLICAN,ANNA PAULINA LUNA,877
FLORIDA,13,528,DEMOCRAT,CHARLIE CRIST,843
FLORIDA,13,528,REPUBLICAN,ANNA PAULINA LUNA,715
FLORIDA,13,600,DEMOCRAT,CHARLIE CRIST,1
FLORIDA,13,600,REPUBLICAN,ANNA PAULINA LUNA,4
FLORIDA,13,601,DEMOCRAT,CHARLIE CRIST,2072
FLORIDA,13,601,REPUBLICAN,ANNA PAULINA LUNA,1741
FLORIDA,13,602,DEMOCRAT,CHARLIE CRIST,1102
FLORIDA,13,602,REPUBLICAN,ANNA PAULINA LUNA,1318
FLORIDA,13,603,DEMOCRAT,CHARLIE CRIST,1317
FLORIDA,13,603,REPUBLICAN,ANNA PAULINA LUNA,1443
FLORIDA,13,604,DEMOCRAT,CHARLIE CRIST,300
FLORIDA,13,604,REPUBLICAN,ANNA PAULINA LUNA,446
FLORIDA,13,605,DEMOCRAT,CHARLIE CRIST,825
FLORIDA,13,605,REPUBLICAN,ANNA PAULINA LUNA,541
FLORIDA,13,607,DEMOCRAT,CHARLIE CRIST,847
FLORIDA,13,607,REPUBLICAN,ANNA PAULINA LUNA,786
FLORIDA,13,608,DEMOCRAT,CHARLIE CRIST,892
FLORIDA,13,608,REPUBLICAN,ANNA PAULINA LUNA,840
FLORIDA,13,609,DEMOCRAT,CHARLIE CRIST,840
FLORIDA,13,609,REPUBLICAN,ANNA PAULINA LUNA,701
FLORIDA,13,610,DEMOCRAT,CHARLIE CRIST,629
FLORIDA,13,610,REPUBLICAN,ANNA PAULINA LUNA,769
FLORIDA,13,611,DEMOCRAT,CHARLIE CRIST,914
FLORIDA,13,611,REPUBLICAN,ANNA PAULINA LUNA,1239
FLORIDA,14,101,DEMOCRAT,KATHY CASTOR,1872
FLORIDA,14,101,REPUBLICAN,CHRISTINE Y QUINN,1631
FLORIDA,14,103,DEMOCRAT,KATHY CASTOR,2033
FLORIDA,14,103,REPUBLICAN,CHRISTINE Y QUINN,1926
FLORIDA,14,105,DEMOCRAT,KATHY CASTOR,2142
FLORIDA,14,105,REPUBLICAN,CHRISTINE Y QUINN,1459
FLORIDA,14,107,DEMOCRAT,KATHY CASTOR,2245
FLORIDA,14,107,REPUBLICAN,CHRISTINE Y QUINN,1897
FLORIDA,14,108,DEMOCRAT,KATHY CASTOR,1063
FLORIDA,14,108,REPUBLICAN,CHRISTINE Y QUINN,1013
FLORIDA,14,109,DEMOCRAT,KATHY CASTOR,1040
FLORIDA,14,109,REPUBLICAN,CHRISTINE Y QUINN,956
FLORIDA,14,111,DEMOCRAT,KATHY CASTOR,996
FLORIDA,14,111,REPUBLICAN,CHRISTINE Y QUINN,865
FLORIDA,14,112,DEMOCRAT,KATHY CASTOR,1074
FLORIDA,14,112,REPUBLICAN,CHRISTINE Y QUINN,975
FLORIDA,14,113,DEMOCRAT,KATHY CASTOR,1381
FLORIDA,14,113,REPUBLICAN,CHRISTINE Y QUINN,993
FLORIDA,14,115,DEMOCRAT,KATHY CASTOR,938
FLORIDA,14,115,REPUBLICAN,CHRISTINE Y QUINN,715
FLORIDA,14,116,DEMOCRAT,KATHY CASTOR,722
FLORIDA,14,116,REPUBLICAN,CHRISTINE Y QUINN,659
FLORIDA,14,117,DEMOCRAT,KATHY CASTOR,1253
FLORIDA,14,117,REPUBLICAN,CHRISTINE Y QUINN,1532
FLORIDA,14,119,DEMOCRAT,KATHY CASTOR,1441
FLORIDA,14,119,REPUBLICAN,CHRISTINE Y QUINN,1351
FLORIDA,14,121,DEMOCRAT,KATHY CASTOR,1546
FLORIDA,14,121,REPUBLICAN,CHRISTINE Y QUINN,1204
FLORIDA,14,123,DEMOCRAT,KATHY CASTOR,1663
FLORIDA,14,123,REPUBLICAN,CHRISTINE Y QUINN,1273
FLORIDA,14,125,DEMOCRAT,KATHY CASTOR,488
FLORIDA,14,125,REPUBLICAN,CHRISTINE Y QUINN,626
FLORIDA,14,127,DEMOCRAT,KATHY CASTOR,1386
FLORIDA,14,127,REPUBLICAN,CHRISTINE Y QUINN,1352
FLORIDA,14,129,DEMOCRAT,KATHY CASTOR,1284
FLORIDA,14,129,REPUBLICAN,CHRISTINE Y QUINN,971
FLORIDA,14,131,DEMOCRAT,KATHY CASTOR,1537
FLORIDA,14,131,REPUBLICAN,CHRISTINE Y QUINN,1370
FLORIDA,14,133,DEMOCRAT,KATHY CASTOR,663
FLORIDA,14,133,REPUBLICAN,CHRISTINE Y QUINN,841
FLORIDA,14,135,DEMOCRAT,KATHY CASTOR,1524
FLORIDA,14,135,REPUBLICAN,CHRISTINE Y QUINN,1554
FLORIDA,14,137,DEMOCRAT,KATHY CASTOR,1155
FLORIDA,14,137,REPUBLICAN,CHRISTINE Y QUINN,1192
FLORIDA,14,139,DEMOCRAT,KATHY CASTOR,1144
FLORIDA,14,139,REPUBLICAN,CHRISTINE Y QUINN,1456
FLORIDA,14,141,DEMOCRAT,KATHY CASTOR,743
FLORIDA,14,141,REPUBLICAN,CHRISTINE Y QUINN,467
FLORIDA,14,145,DEMOCRAT,KATHY CASTOR,584
FLORIDA,14,145,REPUBLICAN,CHRISTINE Y QUINN,451
FLORIDA,14,151,DEMOCRAT,KATHY CASTOR,785
FLORIDA,14,151,REPUBLICAN,CHRISTINE Y QUINN,533
FLORIDA,14,153,DEMOCRAT,KATHY CASTOR,342
FLORIDA,14,153,REPUBLICAN,CHRISTINE Y QUINN,179
FLORIDA,14,157,DEMOCRAT,KATHY CASTOR,420
FLORIDA,14,157,REPUBLICAN,CHRISTINE Y QUINN,393
FLORIDA,14,159,DEMOCRAT,KATHY CASTOR,1648
FLORIDA,14,159,REPUBLICAN,CHRISTINE Y QUINN,1516
FLORIDA,14,160,DEMOCRAT,KATHY CASTOR,1024
FLORIDA,14,160,REPUBLICAN,CHRISTINE Y QUINN,636
FLORIDA,14,161,DEMOCRAT,KATHY CASTOR,1050
FLORIDA,14,161,REPUBLICAN,CHRISTINE Y QUINN,769
FLORIDA,14,163,DEMOCRAT,KATHY CASTOR,647
FLORIDA,14,163,REPUBLICAN,CHRISTINE Y QUINN,291
FLORIDA,14,165,DEMOCRAT,KATHY CASTOR,861
FLORIDA,14,165,REPUBLICAN,CHRISTINE Y QUINN,501
FLORIDA,14,169,DEMOCRAT,KATHY CASTOR,1514
FLORIDA,14,169,REPUBLICAN,CHRISTINE Y QUINN,484
FLORIDA,14,175,DEMOCRAT,KATHY CASTOR,1326
FLORIDA,14,175,REPUBLICAN,CHRISTINE Y QUINN,845
FLORIDA,14,179,DEMOCRAT,KATHY CASTOR,904
FLORIDA,14,179,REPUBLICAN,CHRISTINE Y QUINN,577
FLORIDA,14,203,DEMOCRAT,KATHY CASTOR,1911
FLORIDA,14,203,REPUBLICAN,CHRISTINE Y QUINN,759
FLORIDA,14,205,DEMOCRAT,KATHY CASTOR,1765
FLORIDA,14,205,REPUBLICAN,CHRISTINE Y QUINN,958
FLORIDA,14,207,DEMOCRAT,KATHY CASTOR,1015
FLORIDA,14,207,REPUBLICAN,CHRISTINE Y QUINN,174
FLORIDA,14,209,DEMOCRAT,KATHY CASTOR,1148
FLORIDA,14,209,REPUBLICAN,CHRISTINE Y QUINN,294
FLORIDA,14,213,DEMOCRAT,KATHY CASTOR,1209
FLORIDA,14,213,REPUBLICAN,CHRISTINE Y QUINN,279
FLORIDA,14,217,DEMOCRAT,KATHY CASTOR,1581
FLORIDA,14,217,REPUBLICAN,CHRISTINE Y QUINN,731
FLORIDA,14,218,DEMOCRAT,KATHY CASTOR,414
FLORIDA,14,218,REPUBLICAN,CHRISTINE Y QUINN,234
FLORIDA,14,219,DEMOCRAT,KATHY CASTOR,1354
FLORIDA,14,219,REPUBLICAN,CHRISTINE Y QUINN,842
FLORIDA,14,221,DEMOCRAT,KATHY CASTOR,239
FLORIDA,14,221,REPUBLICAN,CHRISTINE Y QUINN,165
FLORIDA,14,223,DEMOCRAT,KATHY CASTOR,1267
FLORIDA,14,223,REPUBLICAN,CHRISTINE Y QUINN,632
FLORIDA,14,225,DEMOCRAT,KATHY CASTOR,562
FLORIDA,14,225,REPUBLICAN,CHRISTINE Y QUINN,516
FLORIDA,14,227,DEMOCRAT,KATHY CASTOR,1394
FLORIDA,14,227,REPUBLICAN,CHRISTINE Y QUINN,813
FLORIDA,14,231,DEMOCRAT,KATHY CASTOR,1865
FLORIDA,14,231,REPUBLICAN,CHRISTINE Y QUINN,653
FLORIDA,14,233,DEMOCRAT,KATHY CASTOR,1317
FLORIDA,14,233,REPUBLICAN,CHRISTINE Y QUINN,518
FLORIDA,14,237,DEMOCRAT,KATHY CASTOR,1485
FLORIDA,14,237,REPUBLICAN,CHRISTINE Y QUINN,632
FLORIDA,14,239,DEMOCRAT,KATHY CASTOR,1114
FLORIDA,14,239,REPUBLICAN,CHRISTINE Y QUINN,661
FLORIDA,14,240,DEMOCRAT,KATHY CASTOR,1450
FLORIDA,14,240,REPUBLICAN,CHRISTINE Y QUINN,973
FLORIDA,14,241,DEMOCRAT,KATHY CASTOR,178
FLORIDA,14,241,REPUBLICAN,CHRISTINE Y QUINN,50
FLORIDA,14,243,DEMOCRAT,KATHY CASTOR,1324
FLORIDA,14,243,REPUBLICAN,CHRISTINE Y QUINN,670
FLORIDA,14,244,DEMOCRAT,KATHY CASTOR,20
FLORIDA,14,244,REPUBLICAN,CHRISTINE Y QUINN,6
FLORIDA,14,245,DEMOCRAT,KATHY CASTOR,915
FLORIDA,14,245,REPUBLICAN,CHRISTINE Y QUINN,609
FLORIDA,14,247,DEMOCRAT,KATHY CASTOR,374
FLORIDA,14,247,REPUBLICAN,CHRISTINE Y QUINN,131
FLORIDA,14,249,DEMOCRAT,KATHY CASTOR,1321
FLORIDA,14,249,REPUBLICAN,CHRISTINE Y QUINN,1062
FLORIDA,14,250,DEMOCRAT,KATHY CASTOR,32
FLORIDA,14,250,REPUBLICAN,CHRISTINE Y QUINN,32
FLORIDA,14,301,DEMOCRAT,KATHY CASTOR,424
FLORIDA,14,301,REPUBLICAN,CHRISTINE Y QUINN,198
FLORIDA,14,303,DEMOCRAT,KATHY CASTOR,185
FLORIDA,14,303,REPUBLICAN,CHRISTINE Y QUINN,18
FLORIDA,14,304,DEMOCRAT,KATHY CASTOR,368
FLORIDA,14,304,REPUBLICAN,CHRISTINE Y QUINN,89
FLORIDA,14,305,DEMOCRAT,KATHY CASTOR,2624
FLORIDA,14,305,REPUBLICAN,CHRISTINE Y QUINN,469
FLORIDA,14,307,DEMOCRAT,KATHY CASTOR,1371
FLORIDA,14,307,REPUBLICAN,CHRISTINE Y QUINN,258
FLORIDA,14,309,DEMOCRAT,KATHY CASTOR,1857
FLORIDA,14,309,REPUBLICAN,CHRISTINE Y QUINN,137
FLORIDA,14,317,DEMOCRAT,KATHY CASTOR,1378
FLORIDA,14,317,REPUBLICAN,CHRISTINE Y QUINN,254
FLORIDA,14,318,DEMOCRAT,KATHY CASTOR,988
FLORIDA,14,318,REPUBLICAN,CHRISTINE Y QUINN,263
FLORIDA,14,319,DEMOCRAT,KATHY CASTOR,1391
FLORIDA,14,319,REPUBLICAN,CHRISTINE Y QUINN,359
FLORIDA,14,321,DEMOCRAT,KATHY CASTOR,2171
FLORIDA,14,321,REPUBLICAN,CHRISTINE Y QUINN,223
FLORIDA,14,325,DEMOCRAT,KATHY CASTOR,2115
FLORIDA,14,325,REPUBLICAN,CHRISTINE Y QUINN,121
FLORIDA,14,327,DEMOCRAT,KATHY CASTOR,2219
FLORIDA,14,327,REPUBLICAN,CHRISTINE Y QUINN,234
FLORIDA,14,329,DEMOCRAT,KATHY CASTOR,2252
FLORIDA,14,329,REPUBLICAN,CHRISTINE Y QUINN,317
FLORIDA,14,333,DEMOCRAT,KATHY CASTOR,833
FLORIDA,14,333,REPUBLICAN,CHRISTINE Y QUINN,313
FLORIDA,14,335,DEMOCRAT,KATHY CASTOR,897
FLORIDA,14,335,REPUBLICAN,CHRISTINE Y QUINN,306
FLORIDA,14,338,DEMOCRAT,KATHY CASTOR,918
FLORIDA,14,338,REPUBLICAN,CHRISTINE Y QUINN,232
FLORIDA,14,339,DEMOCRAT,KATHY CASTOR,845
FLORIDA,14,339,REPUBLICAN,CHRISTINE Y QUINN,258
FLORIDA,14,341,DEMOCRAT,KATHY CASTOR,2247
FLORIDA,14,341,REPUBLICAN,CHRISTINE Y QUINN,517
FLORIDA,14,342,DEMOCRAT,KATHY CASTOR,1703
FLORIDA,14,342,REPUBLICAN,CHRISTINE Y QUINN,479
FLORIDA,14,343,DEMOCRAT,KATHY CASTOR,1036
FLORIDA,14,343,REPUBLICAN,CHRISTINE Y QUINN,395
FLORIDA,14,344,DEMOCRAT,KATHY CASTOR,1557
FLORIDA,14,344,REPUBLICAN,CHRISTINE Y QUINN,270
FLORIDA,14,345,DEMOCRAT,KATHY CASTOR,1332
FLORIDA,14,345,REPUBLICAN,CHRISTINE Y QUINN,503
FLORIDA,14,346,DEMOCRAT,KATHY CASTOR,32
FLORIDA,14,346,REPUBLICAN,CHRISTINE Y QUINN,13
FLORIDA,14,347,DEMOCRAT,KATHY CASTOR,1692
FLORIDA,14,347,REPUBLICAN,CHRISTINE Y QUINN,450
FLORIDA,14,353,DEMOCRAT,KATHY CASTOR,417
FLORIDA,14,353,REPUBLICAN,CHRISTINE Y QUINN,146
FLORIDA,14,355,DEMOCRAT,KATHY CASTOR,333
FLORIDA,14,355,REPUBLICAN,CHRISTINE Y QUINN,241
FLORIDA,14,356,DEMOCRAT,KATHY CASTOR,304
FLORIDA,14,356,REPUBLICAN,CHRISTINE Y QUINN,52
FLORIDA,14,357,DEMOCRAT,KATHY CASTOR,992
FLORIDA,14,357,REPUBLICAN,CHRISTINE Y QUINN,658
FLORIDA,14,358,DEMOCRAT,KATHY CASTOR,1726
FLORIDA,14,358,REPUBLICAN,CHRISTINE Y QUINN,1080
FLORIDA,14,359,DEMOCRAT,KATHY CASTOR,1594
FLORIDA,14,359,REPUBLICAN,CHRISTINE Y QUINN,891
FLORIDA,14,360,DEMOCRAT,KATHY CASTOR,1040
FLORIDA,14,360,REPUBLICAN,CHRISTINE Y QUINN,611
FLORIDA,14,361,DEMOCRAT,KATHY CASTOR,1966
FLORIDA,14,361,REPUBLICAN,CHRISTINE Y QUINN,1522
FLORIDA,14,362,DEMOCRAT,KATHY CASTOR,1277
FLORIDA,14,362,REPUBLICAN,CHRISTINE Y QUINN,909
FLORIDA,14,363,DEMOCRAT,KATHY CASTOR,632
FLORIDA,14,363,REPUBLICAN,CHRISTINE Y QUINN,187
FLORIDA,14,364,DEMOCRAT,KATHY CASTOR,1090
FLORIDA,14,364,REPUBLICAN,CHRISTINE Y QUINN,536
FLORIDA,14,365,DEMOCRAT,KATHY CASTOR,802
FLORIDA,14,365,REPUBLICAN,CHRISTINE Y QUINN,409
FLORIDA,14,366,DEMOCRAT,KATHY CASTOR,2174
FLORIDA,14,366,REPUBLICAN,CHRISTINE Y QUINN,1341
FLORIDA,14,368,DEMOCRAT,KATHY CASTOR,781
FLORIDA,14,368,REPUBLICAN,CHRISTINE Y QUINN,268
FLORIDA,14,369,DEMOCRAT,KATHY CASTOR,407
FLORIDA,14,369,REPUBLICAN,CHRISTINE Y QUINN,169
FLORIDA,14,370,DEMOCRAT,KATHY CASTOR,1073
FLORIDA,14,370,REPUBLICAN,CHRISTINE Y QUINN,780
FLORIDA,14,371,DEMOCRAT,KATHY CASTOR,776
FLORIDA,14,371,REPUBLICAN,CHRISTINE Y QUINN,317
FLORIDA,14,372,DEMOCRAT,KATHY CASTOR,482
FLORIDA,14,372,REPUBLICAN,CHRISTINE Y QUINN,412
FLORIDA,14,373,DEMOCRAT,KATHY CASTOR,194
FLORIDA,14,373,REPUBLICAN,CHRISTINE Y QUINN,81
FLORIDA,14,401,DEMOCRAT,KATHY CASTOR,1476
FLORIDA,14,401,REPUBLICAN,CHRISTINE Y QUINN,1339
FLORIDA,14,403,DEMOCRAT,KATHY CASTOR,1318
FLORIDA,14,403,REPUBLICAN,CHRISTINE Y QUINN,806
FLORIDA,14,404,DEMOCRAT,KATHY CASTOR,438
FLORIDA,14,404,REPUBLICAN,CHRISTINE Y QUINN,600
FLORIDA,14,405,DEMOCRAT,KATHY CASTOR,971
FLORIDA,14,405,REPUBLICAN,CHRISTINE Y QUINN,435
FLORIDA,14,407,DEMOCRAT,KATHY CASTOR,1280
FLORIDA,14,407,REPUBLICAN,CHRISTINE Y QUINN,900
FLORIDA,14,410,DEMOCRAT,KATHY CASTOR,892
