state,district2010,district2020,precinct,party,candidate,votes
OKLAHOMA,2,2,350001,DEMOCRAT,DANYELL LANIER,61
OKLAHOMA,2,2,350001,REPUBLICAN,MARKWAYNE MULLIN,300
OKLAHOMA,2,2,350002,DEMOCRAT,DANYELL LANIER,64
OKLAHOMA,2,2,350002,REPUBLICAN,MARKWAYNE MULLIN,159
OKLAHOMA,2,2,350003,DEMOCRAT,DANYELL LANIER,66
OKLAHOMA,2,2,350003,REPUBLICAN,MARKWAYNE MULLIN,171
OKLAHOMA,2,2,350004,DEMOCRAT,DANYELL LANIER,154
OKLAHOMA,2,2,350004,REPUBLICAN,MARKWAYNE MULLIN,533
OKLAHOMA,2,2,350005,DEMOCRAT,DANYELL LANIER,64
OKLAHOMA,2,2,350005,REPUBLICAN,MARKWAYNE MULLIN,392
OKLAHOMA,2,2,350006,DEMOCRAT,DANYELL LANIER,50
OKLAHOMA,2,2,350006,REPUBLICAN,MARKWAYNE MULLIN,274
OKLAHOMA,2,2,350007,DEMOCRAT,DANYELL LANIER,2
OKLAHOMA,2,2,350007,REPUBLICAN,MARKWAYNE MULLIN,8
OKLAHOMA,2,2,350008,DEMOCRAT,DANYELL LANIER,32
OKLAHOMA,2,2,350008,REPUBLICAN,MARKWAYNE MULLIN,217
OKLAHOMA,2,2,350009,DEMOCRAT,DANYELL LANIER,26
OKLAHOMA,2,2,350009,REPUBLICAN,MARKWAYNE MULLIN,110
OKLAHOMA,2,2,350010,DEMOCRAT,DANYELL LANIER,11
OKLAHOMA,2,2,350010,REPUBLICAN,MARKWAYNE MULLIN,94
OKLAHOMA,2,2,350011,DEMOCRAT,DANYELL LANIER,16
OKLAHOMA,2,2,350011,REPUBLICAN,MARKWAYNE MULLIN,178
OKLAHOMA,2,2,350012,DEMOCRAT,DANYELL LANIER,58
OKLAHOMA,2,2,350012,REPUBLICAN,MARKWAYNE MULLIN,385
OKLAHOMA,2,2,350013,DEMOCRAT,DANYELL LANIER,101
OKLAHOMA,2,2,350013,REPUBLICAN,MARKWAYNE MULLIN,448
OKLAHOMA,2,2,350014,DEMOCRAT,DANYELL LANIER,17
OKLAHOMA,2,2,350014,REPUBLICAN,MARKWAYNE MULLIN,95
OKLAHOMA,2,2,390001,DEMOCRAT,DANYELL LANIER,93
OKLAHOMA,2,2,390001,REPUBLICAN,MARKWAYNE MULLIN,342
OKLAHOMA,2,2,390002,DEMOCRAT,DANYELL LANIER,137
OKLAHOMA,2,2,390002,REPUBLICAN,MARKWAYNE MULLIN,344
OKLAHOMA,2,2,390003,DEMOCRAT,DANYELL LANIER,35
OKLAHOMA,2,2,390003,REPUBLICAN,MARKWAYNE MULLIN,250
OKLAHOMA,2,2,390004,DEMOCRAT,DANYELL LANIER,50
OKLAHOMA,2,2,390004,REPUBLICAN,MARKWAYNE MULLIN,200
OKLAHOMA,2,2,390005,DEMOCRAT,DANYELL LANIER,82
OKLAHOMA,2,2,390005,REPUBLICAN,MARKWAYNE MULLIN,359
OKLAHOMA,2,2,390006,DEMOCRAT,DANYELL LANIER,25
OKLAHOMA,2,2,390006,REPUBLICAN,MARKWAYNE MULLIN,143
OKLAHOMA,2,2,390007,DEMOCRAT,DANYELL LANIER,39
OKLAHOMA,2,2,390007,REPUBLICAN,MARKWAYNE MULLIN,139
OKLAHOMA,2,2,390008,DEMOCRAT,DANYELL LANIER,58
OKLAHOMA,2,2,390008,REPUBLICAN,MARKWAYNE MULLIN,344
OKLAHOMA,2,2,390009,DEMOCRAT,DANYELL LANIER,69
OKLAHOMA,2,2,390009,REPUBLICAN,MARKWAYNE MULLIN,259
OKLAHOMA,2,2,390010,DEMOCRAT,DANYELL LANIER,53
OKLAHOMA,2,2,390010,REPUBLICAN,MARKWAYNE MULLIN,240
OKLAHOMA,2,2,390011,DEMOCRAT,DANYELL LANIER,131
OKLAHOMA,2,2,390011,REPUBLICAN,MARKWAYNE MULLIN,501
OKLAHOMA,2,2,390012,DEMOCRAT,DANYELL LANIER,29
OKLAHOMA,2,2,390012,REPUBLICAN,MARKWAYNE MULLIN,169
OKLAHOMA,2,2,400101,DEMOCRAT,DANYELL LANIER,69
OKLAHOMA,2,2,400101,REPUBLICAN,MARKWAYNE MULLIN,324
OKLAHOMA,2,2,400102,DEMOCRAT,DANYELL LANIER,85
OKLAHOMA,2,2,400102,REPUBLICAN,MARKWAYNE MULLIN,403
OKLAHOMA,2,2,400103,DEMOCRAT,DANYELL LANIER,137
OKLAHOMA,2,2,400103,REPUBLICAN,MARKWAYNE MULLIN,592
OKLAHOMA,2,2,400104,DEMOCRAT,DANYELL LANIER,119
OKLAHOMA,2,2,400104,REPUBLICAN,MARKWAYNE MULLIN,53
OKLAHOMA,2,2,400105,DEMOCRAT,DANYELL LANIER,135
OKLAHOMA,2,2,400105,REPUBLICAN,MARKWAYNE MULLIN,646
OKLAHOMA,2,2,400106,DEMOCRAT,DANYELL LANIER,156
OKLAHOMA,2,2,400106,REPUBLICAN,MARKWAYNE MULLIN,539
OKLAHOMA,2,2,400107,DEMOCRAT,DANYELL LANIER,150
OKLAHOMA,2,2,400107,REPUBLICAN,MARKWAYNE MULLIN,834
OKLAHOMA,2,2,400108,DEMOCRAT,DANYELL LANIER,82
OKLAHOMA,2,2,400108,REPUBLICAN,MARKWAYNE MULLIN,383
OKLAHOMA,2,2,400109,DEMOCRAT,DANYELL LANIER,123
OKLAHOMA,2,2,400109,REPUBLICAN,MARKWAYNE MULLIN,696
OKLAHOMA,2,2,400110,DEMOCRAT,DANYELL LANIER,110
OKLAHOMA,2,2,400110,REPUBLICAN,MARKWAYNE MULLIN,490
OKLAHOMA,2,2,400111,DEMOCRAT,DANYELL LANIER,106
OKLAHOMA,2,2,400111,REPUBLICAN,MARKWAYNE MULLIN,664
OKLAHOMA,2,2,400112,DEMOCRAT,DANYELL LANIER,30
OKLAHOMA,2,2,400112,REPUBLICAN,MARKWAYNE MULLIN,144
OKLAHOMA,2,2,400113,DEMOCRAT,DANYELL LANIER,59
OKLAHOMA,2,2,400113,REPUBLICAN,MARKWAYNE MULLIN,321
OKLAHOMA,2,2,400114,DEMOCRAT,DANYELL LANIER,43
OKLAHOMA,2,2,400114,REPUBLICAN,MARKWAYNE MULLIN,160
OKLAHOMA,2,2,400201,DEMOCRAT,DANYELL LANIER,19
OKLAHOMA,2,2,400201,REPUBLICAN,MARKWAYNE MULLIN,96
OKLAHOMA,2,2,400202,DEMOCRAT,DANYELL LANIER,33
OKLAHOMA,2,2,400202,REPUBLICAN,MARKWAYNE MULLIN,175
OKLAHOMA,2,2,400203,DEMOCRAT,DANYELL LANIER,289
OKLAHOMA,2,2,400203,REPUBLICAN,MARKWAYNE MULLIN,1045
OKLAHOMA,2,2,400204,DEMOCRAT,DANYELL LANIER,179
OKLAHOMA,2,2,400204,REPUBLICAN,MARKWAYNE MULLIN,656
OKLAHOMA,2,2,400205,DEMOCRAT,DANYELL LANIER,79
OKLAHOMA,2,2,400205,REPUBLICAN,MARKWAYNE MULLIN,276
OKLAHOMA,2,2,400207,DEMOCRAT,DANYELL LANIER,142
OKLAHOMA,2,2,400207,REPUBLICAN,MARKWAYNE MULLIN,613
OKLAHOMA,2,2,400208,DEMOCRAT,DANYELL LANIER,155
OKLAHOMA,2,2,400208,REPUBLICAN,MARKWAYNE MULLIN,504
OKLAHOMA,2,2,400210,DEMOCRAT,DANYELL LANIER,111
OKLAHOMA,2,2,400210,REPUBLICAN,MARKWAYNE MULLIN,653
OKLAHOMA,2,2,400211,DEMOCRAT,DANYELL LANIER,103
OKLAHOMA,2,2,400211,REPUBLICAN,MARKWAYNE MULLIN,526
OKLAHOMA,2,2,400212,DEMOCRAT,DANYELL LANIER,174
OKLAHOMA,2,2,400212,REPUBLICAN,MARKWAYNE MULLIN,847
OKLAHOMA,2,2,400213,DEMOCRAT,DANYELL LANIER,15
OKLAHOMA,2,2,400213,REPUBLICAN,MARKWAYNE MULLIN,71
OKLAHOMA,2,2,400214,DEMOCRAT,DANYELL LANIER,35
OKLAHOMA,2,2,400214,REPUBLICAN,MARKWAYNE MULLIN,158
OKLAHOMA,2,2,400215,DEMOCRAT,DANYELL LANIER,47
OKLAHOMA,2,2,400215,REPUBLICAN,MARKWAYNE MULLIN,239
OKLAHOMA,2,2,400301,DEMOCRAT,DANYELL LANIER,95
OKLAHOMA,2,2,400301,REPUBLICAN,MARKWAYNE MULLIN,232
OKLAHOMA,2,2,400302,DEMOCRAT,DANYELL LANIER,62
OKLAHOMA,2,2,400302,REPUBLICAN,MARKWAYNE MULLIN,490
OKLAHOMA,2,2,400303,DEMOCRAT,DANYELL LANIER,31
OKLAHOMA,2,2,400303,REPUBLICAN,MARKWAYNE MULLIN,175
OKLAHOMA,2,2,400304,DEMOCRAT,DANYELL LANIER,25
OKLAHOMA,2,2,400304,REPUBLICAN,MARKWAYNE MULLIN,226
OKLAHOMA,2,2,400305,DEMOCRAT,DANYELL LANIER,35
OKLAHOMA,2,2,400305,REPUBLICAN,MARKWAYNE MULLIN,150
OKLAHOMA,2,2,400306,DEMOCRAT,DANYELL LANIER,12
OKLAHOMA,2,2,400306,REPUBLICAN,MARKWAYNE MULLIN,92
OKLAHOMA,2,2,400309,DEMOCRAT,DANYELL LANIER,16
OKLAHOMA,2,2,400309,REPUBLICAN,MARKWAYNE MULLIN,86
OKLAHOMA,2,2,400310,DEMOCRAT,DANYELL LANIER,131
OKLAHOMA,2,2,400310,REPUBLICAN,MARKWAYNE MULLIN,548
OKLAHOMA,2,2,400311,DEMOCRAT,DANYELL LANIER,119
OKLAHOMA,2,2,400311,REPUBLICAN,MARKWAYNE MULLIN,415
OKLAHOMA,2,2,400312,DEMOCRAT,DANYELL LANIER,57
OKLAHOMA,2,2,400312,REPUBLICAN,MARKWAYNE MULLIN,251
OKLAHOMA,2,2,450002,DEMOCRAT,DANYELL LANIER,94
OKLAHOMA,2,2,450002,REPUBLICAN,MARKWAYNE MULLIN,119
OKLAHOMA,2,2,450004,DEMOCRAT,DANYELL LANIER,153
OKLAHOMA,2,2,450004,REPUBLICAN,MARKWAYNE MULLIN,437
OKLAHOMA,2,2,450005,DEMOCRAT,DANYELL LANIER,170
OKLAHOMA,2,2,450005,REPUBLICAN,MARKWAYNE MULLIN,51
OKLAHOMA,2,2,450006,DEMOCRAT,DANYELL LANIER,124
OKLAHOMA,2,2,450006,REPUBLICAN,MARKWAYNE MULLIN,390
OKLAHOMA,2,2,450008,DEMOCRAT,DANYELL LANIER,71
OKLAHOMA,2,2,450008,REPUBLICAN,MARKWAYNE MULLIN,514
OKLAHOMA,2,2,450009,DEMOCRAT,DANYELL LANIER,146
OKLAHOMA,2,2,450009,REPUBLICAN,MARKWAYNE MULLIN,397
OKLAHOMA,2,2,450011,DEMOCRAT,DANYELL LANIER,33
OKLAHOMA,2,2,450011,REPUBLICAN,MARKWAYNE MULLIN,143
OKLAHOMA,2,2,450012,DEMOCRAT,DANYELL LANIER,59
OKLAHOMA,2,2,450012,REPUBLICAN,MARKWAYNE MULLIN,77
OKLAHOMA,2,2,450013,DEMOCRAT,DANYELL LANIER,53
OKLAHOMA,2,2,450013,REPUBLICAN,MARKWAYNE MULLIN,351
OKLAHOMA,2,2,450014,DEMOCRAT,DANYELL LANIER,18
OKLAHOMA,2,2,450014,REPUBLICAN,MARKWAYNE MULLIN,162
OKLAHOMA,2,2,450015,DEMOCRAT,DANYELL LANIER,16
OKLAHOMA,2,2,450015,REPUBLICAN,MARKWAYNE MULLIN,172
OKLAHOMA,2,2,450017,DEMOCRAT,DANYELL LANIER,106
OKLAHOMA,2,2,450017,REPUBLICAN,MARKWAYNE MULLIN,286
OKLAHOMA,2,2,450018,DEMOCRAT,DANYELL LANIER,120
OKLAHOMA,2,2,450018,REPUBLICAN,MARKWAYNE MULLIN,623
OKLAHOMA,2,2,450019,DEMOCRAT,DANYELL LANIER,70
OKLAHOMA,2,2,450019,REPUBLICAN,MARKWAYNE MULLIN,482
OKLAHOMA,2,2,450020,DEMOCRAT,DANYELL LANIER,74
OKLAHOMA,2,2,450020,REPUBLICAN,MARKWAYNE MULLIN,399
OKLAHOMA,2,2,450022,DEMOCRAT,DANYELL LANIER,32
OKLAHOMA,2,2,450022,REPUBLICAN,MARKWAYNE MULLIN,315
OKLAHOMA,2,2,450023,DEMOCRAT,DANYELL LANIER,46
OKLAHOMA,2,2,450023,REPUBLICAN,MARKWAYNE MULLIN,263
OKLAHOMA,2,2,450024,DEMOCRAT,DANYELL LANIER,26
OKLAHOMA,2,2,450024,REPUBLICAN,MARKWAYNE MULLIN,181
OKLAHOMA,2,2,450025,DEMOCRAT,DANYELL LANIER,20
OKLAHOMA,2,2,450025,REPUBLICAN,MARKWAYNE MULLIN,233
OKLAHOMA,2,2,450026,DEMOCRAT,DANYELL LANIER,17
OKLAHOMA,2,2,450026,REPUBLICAN,MARKWAYNE MULLIN,202
OKLAHOMA,2,2,450027,DEMOCRAT,DANYELL LANIER,6
OKLAHOMA,2,2,450027,REPUBLICAN,MARKWAYNE MULLIN,130
OKLAHOMA,2,2,450028,DEMOCRAT,DANYELL LANIER,2
OKLAHOMA,2,2,450028,REPUBLICAN,MARKWAYNE MULLIN,108
OKLAHOMA,2,2,450029,DEMOCRAT,DANYELL LANIER,37
OKLAHOMA,2,2,450029,REPUBLICAN,MARKWAYNE MULLIN,295
OKLAHOMA,2,2,450031,DEMOCRAT,DANYELL LANIER,79
OKLAHOMA,2,2,450031,REPUBLICAN,MARKWAYNE MULLIN,635
OKLAHOMA,2,2,450033,DEMOCRAT,DANYELL LANIER,31
OKLAHOMA,2,2,450033,REPUBLICAN,MARKWAYNE MULLIN,303
OKLAHOMA,2,2,450034,DEMOCRAT,DANYELL LANIER,33
OKLAHOMA,2,2,450034,REPUBLICAN,MARKWAYNE MULLIN,333
OKLAHOMA,2,2,450035,DEMOCRAT,DANYELL LANIER,114
OKLAHOMA,2,2,450035,REPUBLICAN,MARKWAYNE MULLIN,615
OKLAHOMA,2,2,450036,DEMOCRAT,DANYELL LANIER,50
OKLAHOMA,2,2,450036,REPUBLICAN,MARKWAYNE MULLIN,457
OKLAHOMA,2,2,450037,DEMOCRAT,DANYELL LANIER,19
OKLAHOMA,2,2,450037,REPUBLICAN,MARKWAYNE MULLIN,111
OKLAHOMA,2,2,450038,DEMOCRAT,DANYELL LANIER,71
OKLAHOMA,2,2,450038,REPUBLICAN,MARKWAYNE MULLIN,497
OKLAHOMA,2,2,460102,DEMOCRAT,DANYELL LANIER,223
OKLAHOMA,2,2,460102,REPUBLICAN,MARKWAYNE MULLIN,562
OKLAHOMA,2,2,460103,DEMOCRAT,DANYELL LANIER,344
OKLAHOMA,2,2,460103,REPUBLICAN,MARKWAYNE MULLIN,845
OKLAHOMA,2,2,460104,DEMOCRAT,DANYELL LANIER,126
OKLAHOMA,2,2,460104,REPUBLICAN,MARKWAYNE MULLIN,454
OKLAHOMA,2,2,460201,DEMOCRAT,DANYELL LANIER,331
OKLAHOMA,2,2,460201,REPUBLICAN,MARKWAYNE MULLIN,717
OKLAHOMA,2,2,460203,DEMOCRAT,DANYELL LANIER,158
OKLAHOMA,2,2,460203,REPUBLICAN,MARKWAYNE MULLIN,332
OKLAHOMA,2,2,460205,DEMOCRAT,DANYELL LANIER,249
OKLAHOMA,2,2,460205,REPUBLICAN,MARKWAYNE MULLIN,1113
OKLAHOMA,2,2,460307,DEMOCRAT,DANYELL LANIER,103
OKLAHOMA,2,2,460307,REPUBLICAN,MARKWAYNE MULLIN,367
OKLAHOMA,2,2,460310,DEMOCRAT,DANYELL LANIER,46
OKLAHOMA,2,2,460310,REPUBLICAN,MARKWAYNE MULLIN,147
OKLAHOMA,2,2,460311,DEMOCRAT,DANYELL LANIER,70
OKLAHOMA,2,2,460311,REPUBLICAN,MARKWAYNE MULLIN,190
OKLAHOMA,2,2,460312,DEMOCRAT,DANYELL LANIER,26
OKLAHOMA,2,2,460312,REPUBLICAN,MARKWAYNE MULLIN,69
OKLAHOMA,2,2,460313,DEMOCRAT,DANYELL LANIER,23
OKLAHOMA,2,2,460313,REPUBLICAN,MARKWAYNE MULLIN,111
OKLAHOMA,2,2,460314,DEMOCRAT,DANYELL LANIER,204
OKLAHOMA,2,2,460314,REPUBLICAN,MARKWAYNE MULLIN,573
OKLAHOMA,2,2,460315,DEMOCRAT,DANYELL LANIER,54
OKLAHOMA,2,2,460315,REPUBLICAN,MARKWAYNE MULLIN,214
OKLAHOMA,2,2,460316,DEMOCRAT,DANYELL LANIER,98
OKLAHOMA,2,2,460316,REPUBLICAN,MARKWAYNE MULLIN,339
OKLAHOMA,2,2,480101,DEMOCRAT,DANYELL LANIER,129
OKLAHOMA,2,2,480101,REPUBLICAN,MARKWAYNE MULLIN,590
OKLAHOMA,2,2,480102,DEMOCRAT,DANYELL LANIER,89
OKLAHOMA,2,2,480102,REPUBLICAN,MARKWAYNE MULLIN,291
OKLAHOMA,2,2,480105,DEMOCRAT,DANYELL LANIER,64
OKLAHOMA,2,2,480105,REPUBLICAN,MARKWAYNE MULLIN,317
OKLAHOMA,2,2,480106,DEMOCRAT,DANYELL LANIER,44
OKLAHOMA,2,2,480106,REPUBLICAN,MARKWAYNE MULLIN,227
OKLAHOMA,2,2,480201,DEMOCRAT,DANYELL LANIER,76
OKLAHOMA,2,2,480201,REPUBLICAN,MARKWAYNE MULLIN,255
OKLAHOMA,2,2,480202,DEMOCRAT,DANYELL LANIER,92
OKLAHOMA,2,2,480202,REPUBLICAN,MARKWAYNE MULLIN,237
OKLAHOMA,2,2,480204,DEMOCRAT,DANYELL LANIER,84
OKLAHOMA,2,2,480204,REPUBLICAN,MARKWAYNE MULLIN,472
OKLAHOMA,2,2,480206,DEMOCRAT,DANYELL LANIER,60
OKLAHOMA,2,2,480206,REPUBLICAN,MARKWAYNE MULLIN,323
OKLAHOMA,2,2,480302,DEMOCRAT,DANYELL LANIER,83
OKLAHOMA,2,2,480302,REPUBLICAN,MARKWAYNE MULLIN,424
OKLAHOMA,2,2,480303,DEMOCRAT,DANYELL LANIER,160
OKLAHOMA,2,2,480303,REPUBLICAN,MARKWAYNE MULLIN,779
OKLAHOMA,2,2,480304,DEMOCRAT,DANYELL LANIER,162
OKLAHOMA,2,2,480304,REPUBLICAN,MARKWAYNE MULLIN,939
OKLAHOMA,2,2,490011,DEMOCRAT,DANYELL LANIER,121
OKLAHOMA,2,2,490011,REPUBLICAN,MARKWAYNE MULLIN,542
OKLAHOMA,2,2,490012,DEMOCRAT,DANYELL LANIER,121
OKLAHOMA,2,2,490012,REPUBLICAN,MARKWAYNE MULLIN,530
OKLAHOMA,2,2,490014,DEMOCRAT,DANYELL LANIER,47
OKLAHOMA,2,2,490014,REPUBLICAN,MARKWAYNE MULLIN,161
OKLAHOMA,2,2,490015,DEMOCRAT,DANYELL LANIER,119
OKLAHOMA,2,2,490015,REPUBLICAN,MARKWAYNE MULLIN,406
OKLAHOMA,2,2,490016,DEMOCRAT,DANYELL LANIER,81
OKLAHOMA,2,2,490016,REPUBLICAN,MARKWAYNE MULLIN,337
OKLAHOMA,2,2,490020,DEMOCRAT,DANYELL LANIER,170
OKLAHOMA,2,2,490020,REPUBLICAN,MARKWAYNE MULLIN,744
OKLAHOMA,2,2,490021,DEMOCRAT,DANYELL LANIER,88
OKLAHOMA,2,2,490021,REPUBLICAN,MARKWAYNE MULLIN,383
OKLAHOMA,2,2,490022,DEMOCRAT,DANYELL LANIER,93
OKLAHOMA,2,2,490022,REPUBLICAN,MARKWAYNE MULLIN,507
OKLAHOMA,2,2,490023,DEMOCRAT,DANYELL LANIER,165
OKLAHOMA,2,2,490023,REPUBLICAN,MARKWAYNE MULLIN,686
OKLAHOMA,2,2,490024,DEMOCRAT,DANYELL LANIER,102
OKLAHOMA,2,2,490024,REPUBLICAN,MARKWAYNE MULLIN,441
OKLAHOMA,2,2,490025,DEMOCRAT,DANYELL LANIER,90
OKLAHOMA,2,2,490025,REPUBLICAN,MARKWAYNE MULLIN,320
OKLAHOMA,2,2,490026,DEMOCRAT,DANYELL LANIER,9
OKLAHOMA,2,2,490026,REPUBLICAN,MARKWAYNE MULLIN,52
OKLAHOMA,2,2,490027,DEMOCRAT,DANYELL LANIER,9
OKLAHOMA,2,2,490027,REPUBLICAN,MARKWAYNE MULLIN,54
OKLAHOMA,2,2,490031,DEMOCRAT,DANYELL LANIER,173
OKLAHOMA,2,2,490031,REPUBLICAN,MARKWAYNE MULLIN,712
OKLAHOMA,2,2,490034,DEMOCRAT,DANYELL LANIER,98
OKLAHOMA,2,2,490034,REPUBLICAN,MARKWAYNE MULLIN,361
OKLAHOMA,2,2,490036,DEMOCRAT,DANYELL LANIER,300
OKLAHOMA,2,2,490036,REPUBLICAN,MARKWAYNE MULLIN,1011
OKLAHOMA,2,2,490037,DEMOCRAT,DANYELL LANIER,136
OKLAHOMA,2,2,490037,REPUBLICAN,MARKWAYNE MULLIN,611
OKLAHOMA,2,2,490038,DEMOCRAT,DANYELL LANIER,64
OKLAHOMA,2,2,490038,REPUBLICAN,MARKWAYNE MULLIN,216
OKLAHOMA,2,2,490039,DEMOCRAT,DANYELL LANIER,185
OKLAHOMA,2,2,490039,REPUBLICAN,MARKWAYNE MULLIN,604
OKLAHOMA,2,2,490101,DEMOCRAT,DANYELL LANIER,117
OKLAHOMA,2,2,490101,REPUBLICAN,MARKWAYNE MULLIN,338
OKLAHOMA,2,2,490121,DEMOCRAT,DANYELL LANIER,218
OKLAHOMA,2,2,490121,REPUBLICAN,MARKWAYNE MULLIN,658
OKLAHOMA,2,2,490122,DEMOCRAT,DANYELL LANIER,17
OKLAHOMA,2,2,490122,REPUBLICAN,MARKWAYNE MULLIN,77
OKLAHOMA,2,2,490130,DEMOCRAT,DANYELL LANIER,116
OKLAHOMA,2,2,490130,REPUBLICAN,MARKWAYNE MULLIN,454
OKLAHOMA,2,2,490132,DEMOCRAT,DANYELL LANIER,197
OKLAHOMA,2,2,490132,REPUBLICAN,MARKWAYNE MULLIN,481
OKLAHOMA,2,2,490241,DEMOCRAT,DANYELL LANIER,339
OKLAHOMA,2,2,490241,REPUBLICAN,MARKWAYNE MULLIN,951
OKLAHOMA,2,2,490242,DEMOCRAT,DANYELL LANIER,170
OKLAHOMA,2,2,490242,REPUBLICAN,MARKWAYNE MULLIN,577
OKLAHOMA,2,2,490311,DEMOCRAT,DANYELL LANIER,86
OKLAHOMA,2,2,490311,REPUBLICAN,MARKWAYNE MULLIN,327
OKLAHOMA,2,2,510005,DEMOCRAT,DANYELL LANIER,504
OKLAHOMA,2,2,510005,REPUBLICAN,MARKWAYNE MULLIN,720
OKLAHOMA,2,2,510007,DEMOCRAT,DANYELL LANIER,506
OKLAHOMA,2,2,510007,REPUBLICAN,MARKWAYNE MULLIN,1012
OKLAHOMA,2,2,510009,DEMOCRAT,DANYELL LANIER,507
OKLAHOMA,2,2,510009,REPUBLICAN,MARKWAYNE MULLIN,1114
OKLAHOMA,2,2,510011,DEMOCRAT,DANYELL LANIER,220
OKLAHOMA,2,2,510011,REPUBLICAN,MARKWAYNE MULLIN,366
OKLAHOMA,2,2,510013,DEMOCRAT,DANYELL LANIER,297
OKLAHOMA,2,2,510013,REPUBLICAN,MARKWAYNE MULLIN,582
OKLAHOMA,2,2,510017,DEMOCRAT,DANYELL LANIER,238
OKLAHOMA,2,2,510017,REPUBLICAN,MARKWAYNE MULLIN,85
OKLAHOMA,2,2,510021,DEMOCRAT,DANYELL LANIER,474
OKLAHOMA,2,2,510021,REPUBLICAN,MARKWAYNE MULLIN,293
OKLAHOMA,2,2,510022,DEMOCRAT,DANYELL LANIER,439
OKLAHOMA,2,2,510022,REPUBLICAN,MARKWAYNE MULLIN,638
OKLAHOMA,2,2,510023,DEMOCRAT,DANYELL LANIER,600
OKLAHOMA,2,2,510023,REPUBLICAN,MARKWAYNE MULLIN,207
OKLAHOMA,2,2,510028,DEMOCRAT,DANYELL LANIER,234
OKLAHOMA,2,2,510028,REPUBLICAN,MARKWAYNE MULLIN,231
OKLAHOMA,2,2,510033,DEMOCRAT,DANYELL LANIER,296
OKLAHOMA,2,2,510033,REPUBLICAN,MARKWAYNE MULLIN,1019
OKLAHOMA,2,2,510036,DEMOCRAT,DANYELL LANIER,128
OKLAHOMA,2,2,510036,REPUBLICAN,MARKWAYNE MULLIN,73
OKLAHOMA,2,2,510037,DEMOCRAT,DANYELL LANIER,195
OKLAHOMA,2,2,510037,REPUBLICAN,MARKWAYNE MULLIN,530
OKLAHOMA,2,2,510038,DEMOCRAT,DANYELL LANIER,359
OKLAHOMA,2,2,510038,REPUBLICAN,MARKWAYNE MULLIN,724
OKLAHOMA,2,2,510040,DEMOCRAT,DANYELL LANIER,75
OKLAHOMA,2,2,510040,REPUBLICAN,MARKWAYNE MULLIN,235
OKLAHOMA,2,2,510041,DEMOCRAT,DANYELL LANIER,528
OKLAHOMA,2,2,510041,REPUBLICAN,MARKWAYNE MULLIN,1604
OKLAHOMA,2,2,510044,DEMOCRAT,DANYELL LANIER,91
OKLAHOMA,2,2,510044,REPUBLICAN,MARKWAYNE MULLIN,414
OKLAHOMA,2,2,510045,DEMOCRAT,DANYELL LANIER,147
OKLAHOMA,2,2,510045,REPUBLICAN,MARKWAYNE MULLIN,431
OKLAHOMA,2,2,510046,DEMOCRAT,DANYELL LANIER,256
OKLAHOMA,2,2,510046,REPUBLICAN,MARKWAYNE MULLIN,740
OKLAHOMA,2,2,510047,DEMOCRAT,DANYELL LANIER,262
OKLAHOMA,2,2,510047,REPUBLICAN,MARKWAYNE MULLIN,400
OKLAHOMA,2,2,510049,DEMOCRAT,DANYELL LANIER,69
OKLAHOMA,2,2,510049,REPUBLICAN,MARKWAYNE MULLIN,208
OKLAHOMA,2,2,510050,DEMOCRAT,DANYELL LANIER,98
OKLAHOMA,2,2,510050,REPUBLICAN,MARKWAYNE MULLIN,145
OKLAHOMA,2,2,510051,DEMOCRAT,DANYELL LANIER,32
OKLAHOMA,2,2,510051,REPUBLICAN,MARKWAYNE MULLIN,99
OKLAHOMA,2,2,510052,DEMOCRAT,DANYELL LANIER,68
OKLAHOMA,2,2,510052,REPUBLICAN,MARKWAYNE MULLIN,238
OKLAHOMA,2,2,510053,DEMOCRAT,DANYELL LANIER,109
OKLAHOMA,2,2,510053,REPUBLICAN,MARKWAYNE MULLIN,415
OKLAHOMA,2,2,510055,DEMOCRAT,DANYELL LANIER,444
OKLAHOMA,2,2,510055,REPUBLICAN,MARKWAYNE MULLIN,1542
OKLAHOMA,2,2,510056,DEMOCRAT,DANYELL LANIER,36
OKLAHOMA,2,2,510056,REPUBLICAN,MARKWAYNE MULLIN,133
OKLAHOMA,2,2,510057,DEMOCRAT,DANYELL LANIER,8
OKLAHOMA,2,2,510057,REPUBLICAN,MARKWAYNE MULLIN,29
OKLAHOMA,2,2,510058,DEMOCRAT,DANYELL LANIER,104
OKLAHOMA,2,2,510058,REPUBLICAN,MARKWAYNE MULLIN,392
OKLAHOMA,2,2,510059,DEMOCRAT,DANYELL LANIER,141
OKLAHOMA,2,2,510059,REPUBLICAN,MARKWAYNE MULLIN,618
OKLAHOMA,2,2,510060,DEMOCRAT,DANYELL LANIER,33
OKLAHOMA,2,2,510060,REPUBLICAN,MARKWAYNE MULLIN,183
OKLAHOMA,2,2,510061,DEMOCRAT,DANYELL LANIER,108
OKLAHOMA,2,2,510061,REPUBLICAN,MARKWAYNE MULLIN,280
OKLAHOMA,2,2,510064,DEMOCRAT,DANYELL LANIER,171
OKLAHOMA,2,2,510064,REPUBLICAN,MARKWAYNE MULLIN,682
OKLAHOMA,2,2,530101,DEMOCRAT,DANYELL LANIER,89
OKLAHOMA,2,2,530101,REPUBLICAN,MARKWAYNE MULLIN,439
